ies,siglies,orgacad,catadm,curso,area,modalidade,municipio,Nci,Ncp,enade,N,fracN,idd,cpc,cpcf,ano
322,UNIP,Universidade,Privada com fins lucrativos,75179,803,Educação Presencial,3550308,22,19,2.439442318,16,0.842105263,0.181174303,2.307880721,3,2018
1742,CSET DRUMMOND,Faculdade,Privada com fins lucrativos,75248,86,Educação Presencial,3550308,38,28,1.419822505,9,0.321428571,-3.749530526,2.370728344,3,2018
1742,CSET DRUMMOND,Faculdade,Privada com fins lucrativos,75258,85,Educação Presencial,3550308,28,26,1.255827713,4,0.153846154,0.0,2.311970296,3,2018
322,UNIP,Universidade,Privada com fins lucrativos,75272,86,Educação Presencial,3550308,17,13,1.880376462,7,0.538461538,-1.668662413,2.232253661,3,2018
322,UNIP,Universidade,Privada com fins lucrativos,75278,102,Educação Presencial,3550308,3,1,,1,1.0,0.0,,SC,2018
322,UNIP,Universidade,Privada com fins lucrativos,75280,84,Educação Presencial,3550308,30,20,1.419810948,10,0.5,-1.709997963,2.100343957,3,2018
322,UNIP,Universidade,Privada com fins lucrativos,75305,84,Educação Presencial,3550308,16,11,2.85851016,6,0.545454545,0.911056786,2.571998904,3,2018
4020,FATEC BT,Faculdade,Pública Estadual,75345,94,Educação Presencial,3507506,35,31,3.065728512,15,0.483870968,-0.916710279,2.400034839,3,2018
4026,FATEC-ZL,Faculdade,Pública Estadual,75355,94,Educação Presencial,3550308,73,58,4.299614835,25,0.431034483,2.949679154,3.136783199,4,2018
715,0,Centro Universitário,Privada sem fins lucrativos,75374,2,Educação Presencial,4106902,78,71,3.240864135,49,0.690140845,0.392255995,3.19096089,4,2018
322,UNIP,Universidade,Privada com fins lucrativos,75380,86,Educação Presencial,3550308,27,15,2.968874592,9,0.6,0.992881124,2.807168817,3,2018
2410,FAC,Faculdade,Privada sem fins lucrativos,75390,29,Educação Presencial,2304400,13,12,0.799083292,7,0.583333333,-1.324302092,1.727095089,2,2018
2410,FAC,Faculdade,Privada sem fins lucrativos,75394,22,Educação Presencial,2304400,141,122,1.293848295,84,0.68852459,-0.585149604,1.837272694,2,2018
2410,FAC,Faculdade,Privada sem fins lucrativos,75398,1,Educação Presencial,2304400,85,67,2.141031909,35,0.52238806,-0.13414721,2.348500913,3,2018
2410,FAC,Faculdade,Privada sem fins lucrativos,75401,803,Educação Presencial,2304400,74,51,0.978367959,38,0.745098039,-0.573138945,1.903751372,2,2018
2410,FAC,Faculdade,Privada sem fins lucrativos,75405,804,Educação Presencial,2304400,83,60,1.043376445,44,0.733333333,-1.724826786,1.609928855,2,2018
1762,0,Faculdade,Privada com fins lucrativos,75419,102,Educação Presencial,3550308,1,0,,0,0.0,0.0,,SC,2018
1762,0,Faculdade,Privada com fins lucrativos,75427,106,Educação Presencial,3550308,7,5,2.239429496,2,0.4,0.169515764,2.595136839,3,2018
322,UNIP,Universidade,Privada com fins lucrativos,75429,102,Educação Presencial,3550308,6,2,0.720647369,1,0.5,0.0,1.626248,2,2018
1762,0,Faculdade,Privada com fins lucrativos,75442,83,Educação Presencial,3550308,9,7,0.801423261,4,0.571428571,-6.837972199,1.280916335,2,2018
344,UNA,Centro Universitário,Privada com fins lucrativos,75444,803,Educação Presencial,3106200,26,21,2.250628572,19,0.904761905,-0.820055537,2.9495096,4,2018
1762,0,Faculdade,Privada com fins lucrativos,75446,105,Educação Presencial,3550308,9,7,1.985518493,2,0.285714286,-4.062722378,1.955091148,3,2018
1762,0,Faculdade,Privada com fins lucrativos,75448,85,Educação Presencial,3550308,12,12,0.511495202,6,0.5,-2.192895324,2.012696364,3,2018
802,UNICARIOCA,Centro Universitário,Privada sem fins lucrativos,75465,22,Educação Presencial,3304557,46,44,2.605981834,33,0.75,0.646285555,3.600588715,4,2018
1762,0,Faculdade,Privada com fins lucrativos,75472,93,Educação Presencial,3550308,29,24,1.128339139,2,0.083333333,0.0,1.862398224,2,2018
802,UNICARIOCA,Centro Universitário,Privada sem fins lucrativos,75475,22,Educação Presencial,3304557,55,50,3.146423113,45,0.9,0.581189216,3.657308639,4,2018
802,UNICARIOCA,Centro Universitário,Privada sem fins lucrativos,75482,1,Educação Presencial,3304557,53,46,2.652982154,34,0.739130435,0.601569051,3.618854987,4,2018
718,UNP,Universidade,Privada com fins lucrativos,75608,38,Educação Presencial,2408102,93,85,2.180186078,76,0.894117647,-0.073613306,2.846930374,3,2018
1345,0,Faculdade,Privada com fins lucrativos,75644,86,Educação Presencial,3534401,115,67,2.885893536,39,0.582089552,0.530305653,2.321138098,3,2018
1541,0,Faculdade,Privada com fins lucrativos,75665,105,Educação Presencial,3550308,49,40,1.438385693,16,0.4,-2.999623117,1.690936185,2,2018
1541,0,Faculdade,Privada com fins lucrativos,75675,93,Educação Presencial,3550308,19,9,1.15588718,2,0.222222222,-13.94050855,0.951961599,2,2018
2469,IMMES,Faculdade,Privada com fins lucrativos,75676,18,Educação Presencial,1600303,35,34,1.911211633,24,0.705882353,0.846446808,1.977186987,3,2018
4010,IPA,Centro Universitário,Privada sem fins lucrativos,75715,22,Educação Presencial,4314902,51,45,2.845621112,28,0.622222222,0.667378177,2.569343922,3,2018
4010,IPA,Centro Universitário,Privada sem fins lucrativos,75726,804,Educação Presencial,4314902,32,28,3.268542577,22,0.785714286,0.765315039,2.925504621,3,2018
4010,IPA,Centro Universitário,Privada sem fins lucrativos,75728,38,Educação Presencial,4314902,18,17,3.916049412,16,0.941176471,0.890855442,3.228022237,4,2018
167,UMESP,Universidade,Privada sem fins lucrativos,75760,88,Educação Presencial,3548708,62,60,2.423550741,35,0.583333333,-0.04248111,2.631419317,3,2018
150,UNISO,Universidade,Privada sem fins lucrativos,75765,88,Educação Presencial,3552205,29,28,2.526386154,17,0.607142857,-0.907694401,2.567205069,3,2018
2323,FAMA,Faculdade,Privada com fins lucrativos,75778,38,Educação Presencial,1100304,6,6,0.862652646,1,0.166666667,0.0,1.21627006,2,2018
472,UNIGRANRIO,Universidade,Privada com fins lucrativos,75805,86,Educação Presencial,3301702,38,28,2.821409948,14,0.5,-0.287240224,3.105547411,4,2018
2076,0,Centro Universitário,Privada com fins lucrativos,75848,1,Educação Presencial,2927408,36,36,1.614526724,22,0.611111111,-1.939687473,2.77501171,3,2018
2076,0,Centro Universitário,Privada com fins lucrativos,75852,22,Educação Presencial,2927408,18,15,1.618708527,11,0.733333333,-0.304078969,2.685966843,3,2018
472,UNIGRANRIO,Universidade,Privada com fins lucrativos,75877,1,Educação Presencial,3301702,20,17,2.526508434,11,0.647058824,0.441016477,3.407595833,4,2018
3294,ENIAC,Centro Universitário,Privada com fins lucrativos,75913,84,Educação Presencial,3518800,70,60,1.659966497,28,0.466666667,-3.33627584,2.444225381,3,2018
3294,ENIAC,Centro Universitário,Privada com fins lucrativos,75915,94,Educação Presencial,3518800,33,23,1.467354872,9,0.391304348,-1.612085151,2.684928575,3,2018
918,0,Centro Universitário,Privada com fins lucrativos,75929,93,Educação Presencial,4104808,13,11,3.104887828,5,0.454545455,5.354383739,3.460863072,4,2018
322,UNIP,Universidade,Privada com fins lucrativos,76764,87,Educação Presencial,3509502,23,20,2.50274341,16,0.8,-0.706555306,2.457453968,3,2018
322,UNIP,Universidade,Privada com fins lucrativos,76831,85,Educação Presencial,3550308,31,20,2.698922633,8,0.4,2.912034498,3.125751564,4,2018
322,UNIP,Universidade,Privada com fins lucrativos,76892,87,Educação Presencial,3550308,41,26,2.445515351,7,0.269230769,-2.323857564,2.508589027,3,2018
322,UNIP,Universidade,Privada com fins lucrativos,76894,84,Educação Presencial,3550308,1,0,,0,0.0,0.0,,SC,2018
322,UNIP,Universidade,Privada com fins lucrativos,76955,86,Educação Presencial,3550308,123,91,2.296717559,57,0.626373626,0.1143618,2.344003769,3,2018
322,UNIP,Universidade,Privada com fins lucrativos,76965,86,Educação Presencial,5300108,83,66,1.756344182,39,0.590909091,-0.916090827,2.303949301,3,2018
322,UNIP,Universidade,Privada com fins lucrativos,76977,85,Educação Presencial,3550308,1,1,,1,1.0,0.0,,SC,2018
322,UNIP,Universidade,Privada com fins lucrativos,76989,87,Educação Presencial,3550308,2,1,,1,1.0,0.0,,SC,2018
322,UNIP,Universidade,Privada com fins lucrativos,77015,67,Educação Presencial,3550308,18,9,1.899180721,4,0.444444444,-2.345920557,2.016750339,3,2018
322,UNIP,Universidade,Privada com fins lucrativos,77031,102,Educação Presencial,3550308,41,28,1.066693368,18,0.642857143,-1.107842244,2.042325318,3,2018
322,UNIP,Universidade,Privada com fins lucrativos,77037,87,Educação Presencial,3550308,72,58,2.619417858,26,0.448275862,1.426640056,2.44847489,3,2018
322,UNIP,Universidade,Privada com fins lucrativos,77051,87,Educação Presencial,3550308,43,35,2.472728371,16,0.457142857,0.129397335,2.408984354,3,2018
322,UNIP,Universidade,Privada com fins lucrativos,77053,84,Educação Presencial,3550308,13,2,1.615027888,1,0.5,0.0,2.166297011,3,2018
322,UNIP,Universidade,Privada com fins lucrativos,77057,84,Educação Presencial,3547304,6,2,0.71114588,1,0.5,0.0,1.409530185,2,2018
322,UNIP,Universidade,Privada com fins lucrativos,77086,85,Educação Presencial,3550308,3,0,,0,0.0,0.0,,SC,2018
322,UNIP,Universidade,Privada com fins lucrativos,77090,87,Educação Presencial,3547304,16,16,3.285739893,12,0.75,2.483631932,3.103004508,4,2018
322,UNIP,Universidade,Privada com fins lucrativos,77092,86,Educação Presencial,3550308,78,47,2.288941545,26,0.553191489,0.722366755,2.638428856,3,2018
322,UNIP,Universidade,Privada com fins lucrativos,77102,87,Educação Presencial,3550308,47,26,2.456517612,15,0.576923077,0.722715837,2.736612423,3,2018
322,UNIP,Universidade,Privada com fins lucrativos,77118,85,Educação Presencial,3552205,32,22,2.763962209,12,0.545454545,0.785247588,2.516380899,3,2018
322,UNIP,Universidade,Privada com fins lucrativos,77144,86,Educação Presencial,3550308,49,39,2.332805218,25,0.641025641,-0.371667494,2.323850459,3,2018
322,UNIP,Universidade,Privada com fins lucrativos,77200,87,Educação Presencial,3552205,29,26,2.349990504,17,0.653846154,-0.82614094,2.422185971,3,2018
322,UNIP,Universidade,Privada com fins lucrativos,77272,22,Educação Presencial,3550308,25,21,3.534353018,16,0.761904762,3.010098281,3.385459814,4,2018
322,UNIP,Universidade,Privada com fins lucrativos,77337,104,Educação Presencial,3550308,41,23,3.149111452,16,0.695652174,1.067249357,2.796217916,3,2018
322,UNIP,Universidade,Privada com fins lucrativos,77347,104,Educação Presencial,3550308,21,13,1.967558807,9,0.692307692,-0.072490053,2.495651161,3,2018
322,UNIP,Universidade,Privada com fins lucrativos,77353,104,Educação Presencial,5300108,21,18,1.090406853,12,0.666666667,-2.973177911,1.920210577,2,2018
322,UNIP,Universidade,Privada com fins lucrativos,77484,13,Educação Presencial,3550308,16,13,1.59104915,12,0.923076923,-0.271804511,2.301080331,3,2018
322,UNIP,Universidade,Privada com fins lucrativos,77533,104,Educação Presencial,3552205,39,34,1.962609599,29,0.852941176,-0.521905682,2.266994007,3,2018
322,UNIP,Universidade,Privada com fins lucrativos,77544,803,Educação Presencial,3550308,36,31,1.363603741,25,0.806451613,-4.261644294,1.793046977,2,2018
322,UNIP,Universidade,Privada com fins lucrativos,77596,804,Educação Presencial,3550308,17,15,3.976292327,10,0.666666667,5.746168262,3.526765588,4,2018
322,UNIP,Universidade,Privada com fins lucrativos,77618,22,Educação Presencial,3548500,19,10,3.268372477,7,0.7,3.959966244,3.468046241,4,2018
322,UNIP,Universidade,Privada com fins lucrativos,77636,22,Educação Presencial,3549805,41,41,2.32190101,34,0.829268293,0.03978999,2.585389632,3,2018
322,UNIP,Universidade,Privada com fins lucrativos,77640,22,Educação Presencial,3543402,46,37,3.631221873,34,0.918918919,1.375108361,3.055605687,4,2018
322,UNIP,Universidade,Privada com fins lucrativos,77700,81,Educação Presencial,3509502,14,10,2.86748791,9,0.9,4.20812153,3.249505563,4,2018
322,UNIP,Universidade,Privada com fins lucrativos,77713,22,Educação Presencial,3550308,83,58,2.472954231,39,0.672413793,-0.184101905,2.43951427,3,2018
322,UNIP,Universidade,Privada com fins lucrativos,77732,22,Educação Presencial,3504008,11,6,1.194234542,2,0.333333333,-9.47588349,1.513698166,2,2018
322,UNIP,Universidade,Privada com fins lucrativos,77751,22,Educação Presencial,3552205,60,53,2.268754531,42,0.79245283,0.267966446,2.497840436,3,2018
1519,FADEP,Faculdade,Privada com fins lucrativos,78268,18,Educação Presencial,4118501,93,91,2.471511449,76,0.835164835,0.150672673,3.070430572,4,2018
4901,FASIPE,Faculdade,Privada com fins lucrativos,78275,803,Educação Presencial,5107909,8,7,3.133214036,7,1.0,6.48149017,3.678273697,4,2018
5370,FUTO,Faculdade,Privada sem fins lucrativos,78986,2,Educação Presencial,3168606,140,139,2.432225665,116,0.834532374,0.285335699,3.148068857,4,2018
2470,ISEC,Faculdade,Privada com fins lucrativos,78994,2,Educação Presencial,2927408,15,8,2.696001967,4,0.5,1.022681275,2.896473834,3,2018
1668,0,Faculdade,Privada com fins lucrativos,79036,2,Educação Presencial,3106200,102,54,2.514284416,41,0.759259259,-0.289760769,2.345104685,3,2018
1128,UI,Universidade,Privada sem fins lucrativos,79044,93,Educação Presencial,3133808,36,33,2.646780243,16,0.484848485,2.82073085,2.530860561,3,2018
2380,ESTÁCIO AMAPÁ,Faculdade,Privada com fins lucrativos,79051,2,Educação Presencial,1,185,162,1.532527755,111,0.685185185,-0.288836407,2.615482476,3,2018
1345,0,Faculdade,Privada com fins lucrativos,79192,2,Educação Presencial,3534401,22,14,0.806109536,3,0.214285714,-2.364607148,1.36122831,2,2018
1490,FAJ,Centro Universitário,Privada com fins lucrativos,79288,18,Educação Presencial,3524709,86,83,3.223697397,58,0.698795181,0.934298641,3.054016871,4,2018
3443,CESUCA,Faculdade,Privada com fins lucrativos,79480,22,Educação Presencial,4303103,74,73,3.203136368,36,0.493150685,2.059571522,3.90913345,4,2018
3443,CESUCA,Faculdade,Privada com fins lucrativos,79483,1,Educação Presencial,4303103,85,84,3.126490428,49,0.583333333,0.480295867,3.722463389,4,2018
279,FACHA,Faculdade,Privada sem fins lucrativos,79490,803,Educação Presencial,3304557,60,58,1.944866066,49,0.844827586,-1.359397835,2.198716379,3,2018
279,FACHA,Faculdade,Privada sem fins lucrativos,79491,804,Educação Presencial,3304557,62,50,2.786176093,40,0.8,-0.139359984,2.459147289,3,2018
1907,FAEC,Faculdade,Privada com fins lucrativos,79545,87,Educação Presencial,4105805,5,4,1.323501911,1,0.25,0.0,1.64157482,2,2018
3768,0,Faculdade,Privada com fins lucrativos,79548,1,Educação Presencial,4314902,32,29,3.113888974,12,0.413793103,2.800403193,2.982831985,4,2018
2564,UFCG,Universidade,Pública Federal,79567,22,Educação Presencial,2516201,31,31,1.350061157,31,1.0,-1.916640268,1.904738888,2,2018
330,UNIG,Universidade,Privada sem fins lucrativos,79608,86,Educação Presencial,3303500,29,28,1.183131963,16,0.571428571,-2.73606633,2.458789143,3,2018
4045,UNISOCIESC,Centro Universitário,Privada com fins lucrativos,79614,94,Educação Presencial,4106902,12,12,1.544134274,4,0.333333333,-9.002634008,1.990030752,3,2018
1907,FAEC,Faculdade,Privada com fins lucrativos,79634,84,Educação Presencial,4105805,2,2,1.060010592,1,0.5,0.0,1.285678672,2,2018
1907,FAEC,Faculdade,Privada com fins lucrativos,79636,86,Educação Presencial,4105805,22,22,1.687794175,9,0.409090909,0.98178796,2.033866155,3,2018
1907,FAEC,Faculdade,Privada com fins lucrativos,79638,94,Educação Presencial,4105805,17,17,2.594964602,7,0.411764706,-0.134484756,2.181904855,3,2018
208,UNAERP,Universidade,Privada sem fins lucrativos,79642,38,Educação Presencial,3518701,22,22,2.742924636,16,0.727272727,-0.088210784,2.991328975,4,2018
2726,INEA,Faculdade,Privada com fins lucrativos,79650,1,Educação Presencial,3549904,10,1,,0,0.0,0.0,,SC,2018
2287,ESTEF,Faculdade,Privada sem fins lucrativos,79656,101,Educação Presencial,4314902,9,8,1.787772967,0,0.0,0.0,2.402166897,3,2018
1036,UEMG,Universidade,Pública Estadual,79690,1,Educação Presencial,3127107,86,68,2.006436732,51,0.75,-0.805886826,2.450650775,3,2018
1478,0,Faculdade,Privada com fins lucrativos,79700,22,Educação Presencial,3548708,74,51,1.741867689,37,0.725490196,-0.295641408,1.875326826,2,2018
1444,FIEL,Faculdade,Privada sem fins lucrativos,79719,18,Educação Presencial,3526902,44,34,2.370129543,25,0.735294118,-0.028036297,2.609244097,3,2018
1536,FATEB,Faculdade,Privada com fins lucrativos,79760,2,Educação Presencial,4127106,58,56,2.082966797,38,0.678571429,-0.138253344,2.211607249,3,2018
1709,UNIT PE,Centro Universitário,Privada com fins lucrativos,79762,2,Educação Presencial,2611606,106,96,2.009708811,49,0.510416667,-0.032317958,3.230939099,4,2018
1702,ESTÁCIO AMAZÔNIA,Centro Universitário,Privada com fins lucrativos,79764,2,Educação Presencial,1400100,323,298,1.674447902,212,0.711409396,0.011513187,2.518085243,3,2018
2532,FASUG,Faculdade,Privada com fins lucrativos,79770,1,Educação Presencial,5217401,10,10,1.063374844,8,0.8,-4.924441927,1.605476519,2,2018
2501,FESGO,Faculdade,Privada com fins lucrativos,79784,86,Educação Presencial,5208707,38,35,2.522139456,25,0.714285714,-1.241517544,2.225151896,3,2018
1856,FACNOPAR,Faculdade,Privada sem fins lucrativos,79819,86,Educação Presencial,4101408,3,3,2.772052953,1,0.333333333,0.0,2.041501293,3,2018
1856,FACNOPAR,Faculdade,Privada sem fins lucrativos,79821,103,Educação Presencial,4101408,8,5,1.601114554,4,0.8,-1.294287641,1.395248745,2,2018
14248,0,Faculdade,Privada sem fins lucrativos,79876,1,Educação Presencial,3170206,65,53,2.799321966,26,0.490566038,0.690504011,2.400687853,3,2018
1574,UDC Medianeira,Faculdade,Privada com fins lucrativos,79880,2,Educação Presencial,4115804,92,90,2.220690708,69,0.766666667,0.271773173,2.95822849,4,2018
3644,FCST,Faculdade,Privada com fins lucrativos,79896,1,Educação Presencial,2402006,18,16,2.175165105,14,0.875,-0.212027269,2.176062788,3,2018
4064,FAMA,Faculdade,Privada sem fins lucrativos,79924,93,Educação Presencial,2611606,8,6,2.920228953,1,0.166666667,0.0,2.02298406,3,2018
4064,FAMA,Faculdade,Privada sem fins lucrativos,79928,86,Educação Presencial,2611606,12,8,3.443267255,5,0.625,2.910097167,2.390753932,3,2018
3430,FAESSA,Faculdade,Privada sem fins lucrativos,79934,1,Educação Presencial,3170206,35,31,2.469196553,24,0.774193548,-1.738446796,3.099614263,4,2018
398,UNIT,Universidade,Privada com fins lucrativos,79939,1,Educação Presencial,2802106,18,17,1.587375006,15,0.882352941,-1.676084406,2.914458307,3,2018
449,ULBRA,Universidade,Privada com fins lucrativos,79950,67,Educação Presencial,4304606,10,9,2.790003281,6,0.666666667,6.216714542,3.828017878,4,2018
2799,FANEESP,Faculdade,Privada com fins lucrativos,79956,1,Educação Presencial,4101804,11,10,2.211836754,5,0.5,-1.939485453,2.283231952,3,2018
4256,FIP-MOC,Faculdade,Privada com fins lucrativos,79976,804,Educação Presencial,3143302,32,26,2.648166273,26,1.0,0.762296247,3.172295383,4,2018
330,UNIG,Universidade,Privada sem fins lucrativos,80022,1,Educação Presencial,3303500,68,63,1.821310095,30,0.476190476,-0.334532483,2.774245713,3,2018
330,UNIG,Universidade,Privada sem fins lucrativos,80026,1,Educação Presencial,3302205,19,18,1.955310198,11,0.611111111,-1.072728814,2.929311834,3,2018
3099,FPB,Faculdade,Privada com fins lucrativos,80056,1,Educação Presencial,2507507,145,129,1.782337327,116,0.899224806,-0.307687137,2.474177632,3,2018
1615,ISULPAR,Faculdade,Privada sem fins lucrativos,80076,2,Educação Presencial,4118204,83,79,1.380692775,34,0.430379747,-1.346325108,1.744475517,2,2018
405,FOCCA,Faculdade,Privada sem fins lucrativos,80078,2,Educação Presencial,2609600,147,114,1.211222593,61,0.535087719,-1.358963694,2.370418702,3,2018
1053,FTC,Faculdade,Privada com fins lucrativos,80080,18,Educação Presencial,2910800,35,34,1.632842373,27,0.794117647,-0.112613819,2.883351172,3,2018
2944,0,Faculdade,Privada com fins lucrativos,80082,18,Educação Presencial,2914802,103,85,2.123345491,73,0.858823529,-1.080627766,2.021925353,3,2018
2027,FAC-CG,Faculdade,Privada com fins lucrativos,80084,2,Educação Presencial,2504009,182,166,0.786553873,119,0.71686747,-0.447659727,1.822699672,2,2018
580,UFPE,Universidade,Pública Federal,80088,26,Educação Presencial,2611606,102,88,3.514758022,87,0.988636364,-1.260394578,2.89602549,3,2018
2459,FEAPA,Faculdade,Privada com fins lucrativos,80098,803,Educação Presencial,1501402,12,9,0.701096586,6,0.666666667,-4.995620084,1.85228554,2,2018
1395,UNICALDAS,Faculdade,Privada com fins lucrativos,80150,2,Educação Presencial,5204508,103,93,0.929252495,61,0.655913978,-1.000320173,1.52595827,2,2018
3456,POLICAMP,Faculdade,Privada com fins lucrativos,80152,2,Educação Presencial,3509502,35,21,2.636282766,14,0.666666667,1.401067399,2.868503611,3,2018
2616,FASAP,Faculdade,Privada com fins lucrativos,80154,2,Educação Presencial,3304706,57,56,1.455854351,43,0.767857143,-1.218274933,2.562459338,3,2018
2123,0,Centro Universitário,Privada com fins lucrativos,80156,2,Educação Presencial,3520509,66,57,2.810791514,28,0.49122807,1.472718207,3.065811271,4,2018
1850,SMG,Faculdade,Privada sem fins lucrativos,80222,22,Educação Presencial,4115200,18,17,2.717393302,7,0.411764706,3.032042619,3.618801716,4,2018
1507,FAPRO,Faculdade,Privada com fins lucrativos,80230,1,Educação Presencial,5300108,39,31,2.110768226,14,0.451612903,-0.17064795,3.105149863,4,2018
2301,FF,Faculdade,Privada sem fins lucrativos,80246,101,Educação Presencial,4106902,14,12,0.969966611,1,0.083333333,0.0,1.746162234,2,2018
1299,FIFE,Faculdade,Privada sem fins lucrativos,80277,22,Educação Presencial,3515509,30,27,2.036672241,16,0.592592593,1.142934208,2.18879395,3,2018
482,UNESC,Universidade,Privada sem fins lucrativos,80284,1,Educação Presencial,4204608,40,35,2.343717209,23,0.657142857,0.114677778,2.316437087,3,2018
1936,0,Faculdade,Privada sem fins lucrativos,80291,2,Educação Presencial,5105259,66,56,1.714002727,39,0.696428571,-0.500414819,1.919324954,2,2018
1491,UNINTER,Centro Universitário,Privada com fins lucrativos,80293,2,Educação Presencial,4106902,92,58,2.24563662,33,0.568965517,-0.718005649,2.789345572,3,2018
2383,IMED,Faculdade,Privada com fins lucrativos,80299,2,Educação Presencial,4314100,157,147,2.117654872,121,0.823129252,-0.277547567,3.112093494,4,2018
2413,FAESF,Faculdade,Privada com fins lucrativos,80301,2,Educação Presencial,2203909,73,69,1.971486596,61,0.884057971,-0.412247335,2.565635129,3,2018
3304,FIP,Faculdade,Privada com fins lucrativos,80366,2,Educação Presencial,2510808,204,193,1.851516708,154,0.797927461,0.156222495,2.297357202,3,2018
3,UFS,Universidade,Pública Federal,80420,803,Educação Presencial,2806701,79,65,3.464244539,56,0.861538462,0.408021423,3.183701227,4,2018
163,UNESA,Universidade,Privada com fins lucrativos,80455,104,Educação Presencial,3304557,20,17,3.181769982,13,0.764705882,1.892550391,3.151527289,4,2018
330,UNIG,Universidade,Privada sem fins lucrativos,80457,94,Educação Presencial,3303500,21,19,1.767255097,6,0.315789474,0.031282135,2.828253237,3,2018
163,UNESA,Universidade,Privada com fins lucrativos,80465,84,Educação Presencial,3304557,62,49,1.950037956,23,0.469387755,-1.700408949,2.752132411,3,2018
163,UNESA,Universidade,Privada com fins lucrativos,80534,86,Educação Presencial,3304557,31,29,2.316337093,18,0.620689655,-0.561451208,2.503999413,3,2018
163,UNESA,Universidade,Privada com fins lucrativos,80536,86,Educação Presencial,3301702,1,1,,0,0.0,0.0,,SC,2018
163,UNESA,Universidade,Privada com fins lucrativos,80546,86,Educação Presencial,3303302,12,9,2.64093981,4,0.444444444,-0.610929074,2.464230961,3,2018
10,PUCPR,Universidade,Privada sem fins lucrativos,80612,101,Educação Presencial,4113700,28,25,2.873058107,10,0.4,2.76804107,3.354742765,4,2018
82,UNOESC,Universidade,Privada sem fins lucrativos,80636,2,Educação Presencial,4212908,54,52,2.37182307,37,0.711538462,0.442607049,2.635379704,3,2018
584,UFG,Universidade,Pública Federal,80638,13,Educação Presencial,5208707,18,12,3.376631053,12,1.0,1.136442702,3.376582729,4,2018
1666,0,Centro Universitário,Privada com fins lucrativos,80640,22,Educação Presencial,3106200,67,64,2.730855873,58,0.90625,0.316648278,2.441202262,3,2018
1494,0,Centro Universitário,Privada sem fins lucrativos,80642,18,Educação Presencial,3205309,59,54,2.515112087,40,0.740740741,0.396074211,3.089763548,4,2018
1666,0,Centro Universitário,Privada com fins lucrativos,80644,1,Educação Presencial,3106200,72,65,2.882284039,59,0.907692308,0.351867726,2.761602184,3,2018
3252,FAQUI,Faculdade,Privada com fins lucrativos,80664,1,Educação Presencial,5218508,42,42,2.123161865,27,0.642857143,1.107867989,2.732570578,3,2018
3397,FBNCTSB,Faculdade,Privada sem fins lucrativos,80750,101,Educação Presencial,1302603,27,27,2.548759419,5,0.185185185,0.0,3.135399247,4,2018
3669,FARRP,Faculdade,Privada com fins lucrativos,80797,1,Educação Presencial,2926608,18,15,2.72186305,9,0.6,1.080820673,2.499192192,3,2018
3669,FARRP,Faculdade,Privada com fins lucrativos,80800,22,Educação Presencial,2926608,15,15,2.358059535,14,0.933333333,2.623269437,2.642181412,3,2018
2499,0,Faculdade,Privada com fins lucrativos,80804,2,Educação Presencial,2919207,123,102,1.456119832,36,0.352941176,-1.516678555,1.638363217,2,2018
1032,UNISAL,Centro Universitário,Privada sem fins lucrativos,80808,18,Educação Presencial,3501608,81,69,0.0,44,0.637681159,-2.341029233,1.704165602,2,2018
2036,ESTÁCIO FAP,Faculdade,Privada com fins lucrativos,80833,803,Educação Presencial,1501402,78,69,2.05068264,56,0.811594203,0.240812486,2.766753719,3,2018
2036,ESTÁCIO FAP,Faculdade,Privada com fins lucrativos,80834,804,Educação Presencial,1501402,102,86,2.200256554,75,0.872093023,-0.429584663,2.61571639,3,2018
1351,0,Centro Universitário,Privada com fins lucrativos,80867,1,Educação Presencial,4209102,31,26,3.705939805,15,0.576923077,-0.096360852,3.590317526,4,2018
1777,FAMEG,Faculdade,Privada com fins lucrativos,80869,2,Educação Presencial,4206504,84,74,2.094585308,34,0.459459459,0.873391506,3.258089223,4,2018
4096,FTEC Porto Alegre,Faculdade,Privada com fins lucrativos,80897,86,Educação Presencial,4314902,18,13,3.136761777,10,0.769230769,-1.60662209,2.002143825,3,2018
4097,FTEC Bento Gonçalves,Faculdade,Privada com fins lucrativos,80900,85,Educação Presencial,4302105,34,30,2.309038635,9,0.3,2.286173329,3.027485856,4,2018
1491,UNINTER,Centro Universitário,Privada com fins lucrativos,80942,94,Educação Presencial,4106902,1,1,,1,1.0,0.0,,SC,2018
1728,UNIRON,Faculdade,Privada com fins lucrativos,80966,86,Educação Presencial,1100205,18,12,1.641202614,8,0.666666667,-2.01636013,2.314586601,3,2018
4096,FTEC Porto Alegre,Faculdade,Privada com fins lucrativos,80988,102,Educação Presencial,4314902,4,2,2.632365942,0,0.0,0.0,1.941145828,2,2018
4096,FTEC Porto Alegre,Faculdade,Privada com fins lucrativos,80990,84,Educação Presencial,4314902,7,4,2.813301532,3,0.75,-0.398096619,2.047289136,3,2018
489,UNIFOA,Centro Universitário,Privada sem fins lucrativos,80995,1,Educação Presencial,3306305,55,54,2.029510026,37,0.685185185,-1.390664678,2.78754499,3,2018
1728,UNIRON,Faculdade,Privada com fins lucrativos,80999,93,Educação Presencial,1100205,4,0,,0,0.0,0.0,,SC,2018
