ies,siglies,orgacad,catadm,curso,area,modalidade,municipio,Nci,Ncp,enade,N,fracN,idd,cpc,cpcf,ano
724,UNIFACEX,Centro Universitário,Privada sem fins lucrativos,81010,87,Educação Presencial,2408102,9,9,4.666701304,6,0.666666667,5.593975716,3.374944903,4,2018
724,UNIFACEX,Centro Universitário,Privada sem fins lucrativos,81012,86,Educação Presencial,2408102,8,8,2.906768341,7,0.875,0.048161777,2.653984184,3,2018
724,UNIFACEX,Centro Universitário,Privada sem fins lucrativos,81014,84,Educação Presencial,2408102,3,3,3.196239835,2,0.666666667,0.126492446,2.588019019,3,2018
2426,FIBRA,Faculdade,Privada com fins lucrativos,81038,2,Educação Presencial,1501402,142,137,3.031941443,104,0.759124088,-0.254787251,2.869241001,3,2018
5520,FACES,Faculdade,Privada com fins lucrativos,81040,18,Educação Presencial,1400100,55,53,0.983398777,34,0.641509434,-0.610485477,3.000845272,4,2018
5550,0,Faculdade,Privada com fins lucrativos,81042,18,Educação Presencial,5201108,26,21,2.080396907,15,0.714285714,-1.276065089,2.301566693,3,2018
2171,IBHES,Faculdade,Privada com fins lucrativos,81044,2,Educação Presencial,3106200,27,24,2.521977063,15,0.625,-0.333447614,2.156623953,3,2018
2835,UNINASSAU,Centro Universitário,Privada com fins lucrativos,81046,18,Educação Presencial,2611606,294,231,1.82549958,165,0.714285714,0.131714755,2.727716415,3,2018
2135,0,Centro Universitário,Privada sem fins lucrativos,81048,2,Educação Presencial,2311306,102,94,3.427037525,75,0.79787234,0.952350086,3.310973909,4,2018
1427,FSG,Centro Universitário,Privada com fins lucrativos,81050,18,Educação Presencial,4305108,50,49,2.564443503,27,0.551020408,0.642687869,3.159776156,4,2018
302,FACED,Faculdade,Privada com fins lucrativos,81052,18,Educação Presencial,3122306,30,28,1.929885804,20,0.714285714,-0.207456437,2.388846789,3,2018
750,UNIRG,Centro Universitário,Pública Municipal,81054,18,Educação Presencial,1709500,24,24,1.16783698,10,0.416666667,1.442135656,2.473055041,3,2018
1970,UNES,Faculdade,Privada com fins lucrativos,81066,1,Educação Presencial,3201209,20,19,3.746791858,18,0.947368421,2.286745759,3.850046891,4,2018
2741,FACDO,Faculdade,Privada sem fins lucrativos,81100,1,Educação Presencial,1702109,62,40,2.142988584,32,0.8,0.708586865,2.636897747,3,2018
221,UNICSUL,Universidade,Privada com fins lucrativos,81125,18,Educação Presencial,3550308,25,25,2.417623872,13,0.52,0.682209421,3.402920112,4,2018
2365,FACTO,Faculdade,Privada sem fins lucrativos,81212,22,Educação Presencial,1721000,38,33,1.401665,31,0.939393939,-0.557250634,2.723216165,3,2018
18874,0,Faculdade,Privada sem fins lucrativos,81314,2,Educação Presencial,2706703,57,47,0.758052318,22,0.468085106,-0.121546226,1.582962312,2,2018
1932,FAPAS,Faculdade,Privada sem fins lucrativos,81344,1,Educação Presencial,4316907,27,27,2.371607301,14,0.518518519,-1.339786468,2.461536293,3,2018
1785,FACIDER,Faculdade,Privada sem fins lucrativos,81399,2,Educação Presencial,5103205,48,46,2.179992376,34,0.739130435,1.237418378,2.557914433,3,2018
3393,FACDOMBOSCO,Faculdade,Privada com fins lucrativos,81401,2,Educação Presencial,4106407,36,33,1.462397607,22,0.666666667,-1.377802063,1.888349225,2,2018
2135,0,Centro Universitário,Privada sem fins lucrativos,81518,18,Educação Presencial,2311306,78,77,2.602788756,72,0.935064935,0.383423773,3.271310127,4,2018
1780,FAHOR,Faculdade,Privada sem fins lucrativos,81867,13,Educação Presencial,4309605,12,11,1.394066663,8,0.727272727,1.774876403,2.58562503,3,2018
322,UNIP,Universidade,Privada com fins lucrativos,82250,804,Educação Presencial,3506003,25,23,2.100932762,21,0.913043478,0.030146048,2.14427993,3,2018
1092,FIB,Faculdade,Privada com fins lucrativos,82272,2,Educação Presencial,3506003,51,37,2.35671682,23,0.621621622,-0.156043665,2.935766425,3,2018
1949,FACP,Faculdade,Privada com fins lucrativos,82274,2,Educação Presencial,3536505,57,50,1.740123335,21,0.42,-2.193418042,1.696743629,2,2018
56,UNESP,Universidade,Pública Estadual,82295,29,Educação Presencial,3544251,45,24,3.42236627,23,0.958333333,1.209354256,3.257531752,4,2018
1059,FLF,Faculdade,Privada com fins lucrativos,82299,22,Educação Presencial,2304400,62,49,2.088411836,32,0.653061224,0.16363893,2.098707681,3,2018
1351,0,Centro Universitário,Privada com fins lucrativos,82306,85,Educação Presencial,4209102,22,15,4.067211511,8,0.533333333,4.073673531,4.123459198,5,2018
1351,0,Centro Universitário,Privada com fins lucrativos,82308,105,Educação Presencial,4209102,8,4,1.219882341,3,0.75,-9.125752314,2.145969547,3,2018
663,UNIVERSO,Universidade,Privada sem fins lucrativos,82338,38,Educação Presencial,3136702,19,18,2.199403788,11,0.611111111,-0.082563779,3.112241323,4,2018
1255,UniFBV Wyden,Centro Universitário,Privada com fins lucrativos,82361,804,Educação Presencial,2611606,52,40,1.681682565,37,0.925,-1.625025961,2.533228722,3,2018
221,UNICSUL,Universidade,Privada com fins lucrativos,82362,86,Educação Presencial,3550308,37,37,2.088315234,15,0.405405405,-1.007389376,3.030700731,4,2018
585,UFSC,Universidade,Pública Federal,82368,67,Educação Presencial,4205407,29,23,3.366386282,14,0.608695652,2.019939748,3.266323053,4,2018
823,UNICEUMA,Universidade,Privada sem fins lucrativos,82456,1,Educação Presencial,2111300,95,67,1.994258215,59,0.880597015,-0.009960579,3.065644013,4,2018
60,UNI-FACEF,Centro Universitário,Pública Municipal,82462,18,Educação Presencial,3516200,37,36,3.111783863,27,0.75,0.830195725,3.411129625,4,2018
1036,UEMG,Universidade,Pública Estadual,82494,38,Educação Presencial,3122306,26,23,2.996689902,18,0.782608696,0.137708912,2.587157639,3,2018
2160,IESSA,Faculdade,Privada sem fins lucrativos,82496,67,Educação Presencial,4119905,13,13,1.214093857,6,0.461538462,-2.848070245,1.900309688,2,2018
605,USCS,Universidade,Pública Municipal,82524,84,Educação Presencial,3548807,34,30,1.476355009,10,0.333333333,-5.653786494,1.403963521,2,2018
5473,FACITE,Faculdade,Privada com fins lucrativos,82550,1,Educação Presencial,2928109,32,31,2.150969611,29,0.935483871,-1.059713062,2.171765396,3,2018
1927,0,Faculdade,Privada com fins lucrativos,82562,2,Educação Presencial,4128203,74,74,3.948077228,64,0.864864865,1.855280243,3.734588963,4,2018
386,UNI-ANHANGÜERA,Centro Universitário,Privada com fins lucrativos,82586,85,Educação Presencial,5208707,16,9,2.475253241,3,0.333333333,3.24364084,3.309874652,4,2018
386,UNI-ANHANGÜERA,Centro Universitário,Privada com fins lucrativos,82588,86,Educação Presencial,5208707,28,14,1.42857327,10,0.714285714,0.688657146,2.699236801,3,2018
3966,UNEC,Centro Universitário,Privada sem fins lucrativos,82641,13,Educação Presencial,3113404,4,4,1.120403506,4,1.0,-0.480646686,2.327676133,3,2018
2147,FAMETRO,Centro Universitário,Privada com fins lucrativos,82664,38,Educação Presencial,1302603,76,60,1.614079436,41,0.683333333,-0.024332423,3.010002597,4,2018
2147,FAMETRO,Centro Universitário,Privada com fins lucrativos,82666,22,Educação Presencial,1302603,120,98,1.820264389,64,0.653061224,0.27123686,3.131109751,4,2018
1508,UNIFAMMA,Centro Universitário,Privada com fins lucrativos,82700,2,Educação Presencial,4115200,67,65,2.348198023,46,0.707692308,0.455982428,2.70669624,3,2018
2688,INESP,Faculdade,Privada com fins lucrativos,82712,1,Educação Presencial,3524402,39,34,2.062051412,14,0.411764706,-3.126514956,1.589102847,2,2018
2879,0,Faculdade,Privada com fins lucrativos,82714,1,Educação Presencial,3509007,20,20,2.161501546,9,0.45,1.576800317,2.609291061,3,2018
3804,SENAC/RS,Faculdade,Privada sem fins lucrativos,82716,1,Educação Presencial,4314902,35,31,2.124105651,13,0.419354839,-3.092406038,2.708106003,3,2018
3789,0,Faculdade,Privada sem fins lucrativos,82741,1,Educação Presencial,5208608,15,15,1.261087239,12,0.8,-1.214224552,2.814082867,3,2018
138,CBM,Centro Universitário,Privada sem fins lucrativos,82801,2,Educação Presencial,3543402,39,39,2.998255855,29,0.743589744,0.994335588,2.523433739,3,2018
163,UNESA,Universidade,Privada com fins lucrativos,82804,22,Educação Presencial,3303302,112,102,1.817086832,63,0.617647059,-0.559991718,2.308640241,3,2018
163,UNESA,Universidade,Privada com fins lucrativos,82817,38,Educação Presencial,3300704,13,11,1.125140531,5,0.454545455,-3.058066856,1.618663363,2,2018
572,UFF,Universidade,Pública Federal,82834,38,Educação Presencial,3304524,42,40,3.173902833,37,0.925,-1.4788097,2.935817451,3,2018
1185,UNIJORGE,Centro Universitário,Privada com fins lucrativos,82955,18,Educação Presencial,2927408,111,99,2.250227096,70,0.707070707,-0.600946101,2.890153186,3,2018
1862,FARESE,Faculdade,Privada com fins lucrativos,83015,1,Educação Presencial,3204559,28,26,1.806052728,25,0.961538462,-2.061326088,2.127830909,3,2018
1862,FARESE,Faculdade,Privada com fins lucrativos,83021,22,Educação Presencial,3204559,20,20,2.277440353,19,0.95,-0.244949143,2.499111271,3,2018
163,UNESA,Universidade,Privada com fins lucrativos,83028,22,Educação Presencial,3303500,86,78,1.576146751,39,0.5,-0.643812357,2.430434029,3,2018
386,UNI-ANHANGÜERA,Centro Universitário,Privada com fins lucrativos,83030,93,Educação Presencial,5208707,16,6,2.045172298,1,0.166666667,0.0,2.874035447,3,2018
2086,IESFI,Faculdade,Privada com fins lucrativos,83044,18,Educação Presencial,4108304,18,14,1.845710696,10,0.714285714,-2.333793761,1.505563724,2,2018
1036,UEMG,Universidade,Pública Estadual,83101,803,Educação Presencial,3147907,16,16,2.27838711,13,0.8125,-1.432673539,2.462434464,3,2018
1036,UEMG,Universidade,Pública Estadual,83102,804,Educação Presencial,3147907,36,27,2.064707353,20,0.740740741,-0.985021539,1.799264872,2,2018
692,FACAPE,Faculdade,Pública Municipal,83124,13,Educação Presencial,2611101,46,23,0.30664655,20,0.869565217,-2.457658328,1.614075894,2,2018
692,FACAPE,Faculdade,Pública Municipal,83126,2,Educação Presencial,2611101,487,347,2.393920754,272,0.783861671,-0.177496952,2.253843421,3,2018
437,UNIPAR,Universidade,Privada sem fins lucrativos,83141,18,Educação Presencial,4104808,54,54,3.131489545,43,0.796296296,0.543372612,2.759302815,3,2018
2076,0,Centro Universitário,Privada com fins lucrativos,83265,2,Educação Presencial,2927408,55,45,2.104883051,35,0.777777778,-0.650157119,2.948180703,4,2018
1492,PIT UBERLÂNDIA,Faculdade,Privada com fins lucrativos,83269,18,Educação Presencial,3170206,62,43,1.522070697,28,0.651162791,-1.016770597,2.302548929,3,2018
1619,0,Faculdade,Privada com fins lucrativos,83274,1,Educação Presencial,3533908,11,11,1.662865274,5,0.454545455,-2.31494433,1.551181558,2,2018
3602,UNIBRASIL,Centro Universitário,Privada com fins lucrativos,83281,38,Educação Presencial,4106902,27,24,2.713003898,15,0.625,-0.075477899,2.70455458,3,2018
3495,HORUS,Faculdade,Privada com fins lucrativos,83284,1,Educação Presencial,4212908,21,17,1.358304208,14,0.823529412,-1.388132126,2.608733815,3,2018
3495,HORUS,Faculdade,Privada com fins lucrativos,83292,22,Educação Presencial,4212908,18,18,2.396011248,13,0.722222222,1.016006146,2.920799318,3,2018
1299,FIFE,Faculdade,Privada sem fins lucrativos,83370,38,Educação Presencial,3515509,4,3,0.0,1,0.333333333,0.0,1.178161777,2,2018
163,UNESA,Universidade,Privada com fins lucrativos,83413,38,Educação Presencial,3304557,17,15,1.796280278,8,0.533333333,-1.426425854,2.566070729,3,2018
3631,FADIC,Faculdade,Privada sem fins lucrativos,83421,81,Educação Presencial,2611606,67,56,2.316359112,54,0.964285714,-0.569159653,2.246885308,3,2018
3437,0,Faculdade,Privada com fins lucrativos,83472,22,Educação Presencial,0,9,4,2.384621391,4,1.0,2.233070872,3.596607223,4,2018
1173,0,Faculdade,Privada com fins lucrativos,83477,803,Educação Presencial,5300108,12,8,2.081886699,7,0.875,1.491927334,2.640405253,3,2018
1419,UNICURITIBA,Centro Universitário,Privada com fins lucrativos,83484,84,Educação Presencial,4106902,26,18,3.776544847,14,0.777777778,3.573024394,3.668028343,4,2018
521,UMC,Universidade,Privada com fins lucrativos,83558,104,Educação Presencial,3530607,67,49,2.046186312,34,0.693877551,-0.970246628,2.552280616,3,2018
3051,FAETEL,Faculdade,Privada sem fins lucrativos,83579,101,Educação Presencial,3550308,9,7,1.430443147,3,0.428571429,3.577644859,2.78520703,3,2018
1666,0,Centro Universitário,Privada com fins lucrativos,83614,93,Educação Presencial,3106200,31,24,2.990699364,19,0.791666667,0.828539296,2.851801276,3,2018
1683,0,Faculdade,Privada com fins lucrativos,83834,1,Educação Presencial,2211001,116,65,2.300591717,58,0.892307692,0.196901365,2.942389039,3,2018
1318,0,Faculdade,Privada com fins lucrativos,83850,18,Educação Presencial,2933307,60,49,1.327637762,38,0.775510204,-1.884528893,1.892230694,2,2018
1255,UniFBV Wyden,Centro Universitário,Privada com fins lucrativos,83866,26,Educação Presencial,2611606,53,43,2.675733249,37,0.860465116,0.062600151,2.92781422,3,2018
3323,IESCAMP,Faculdade,Privada com fins lucrativos,83881,1,Educação Presencial,3509502,52,50,1.964286818,32,0.64,-0.725503091,2.609058904,3,2018
2629,AJES,Faculdade,Privada sem fins lucrativos,83884,22,Educação Presencial,5105150,14,12,2.658243134,10,0.833333333,2.159369287,3.237346606,4,2018
2041,SUDAMÉRICA,Faculdade,Privada sem fins lucrativos,83900,22,Educação Presencial,3115300,34,33,1.474563735,26,0.787878788,-1.383641577,1.990499533,3,2018
3388,FAP,Faculdade,Privada com fins lucrativos,83912,1,Educação Presencial,2307304,38,34,2.142608961,29,0.852941176,0.376040231,3.128013185,4,2018
1036,UEMG,Universidade,Pública Estadual,83998,26,Educação Presencial,3106200,93,83,3.681570379,73,0.879518072,-2.900712306,2.069717534,3,2018
1036,UEMG,Universidade,Pública Estadual,84000,26,Educação Presencial,3106200,85,78,3.656557964,73,0.935897436,-1.196966756,2.278231997,3,2018
1036,UEMG,Universidade,Pública Estadual,84008,26,Educação Presencial,3106200,59,53,3.729066457,49,0.924528302,-0.757427362,2.347570143,3,2018
449,ULBRA,Universidade,Privada com fins lucrativos,84015,26,Educação Presencial,4304705,21,21,2.023511239,18,0.857142857,-0.457880877,2.399066089,3,2018
1775,UniFavip Wyden,Centro Universitário,Privada com fins lucrativos,84107,18,Educação Presencial,2604106,162,144,2.336194587,123,0.854166667,0.116969224,2.943280963,3,2018
4163,UNIBAVE,Centro Universitário,Privada sem fins lucrativos,84314,2,Educação Presencial,4211702,81,79,1.494301015,55,0.696202532,-0.623340667,2.177987109,3,2018
4163,UNIBAVE,Centro Universitário,Privada sem fins lucrativos,84317,18,Educação Presencial,4211702,29,29,1.185520367,17,0.586206897,-0.619631078,2.172672634,3,2018
19512,IMEPAC,Faculdade,Privada com fins lucrativos,84356,2,Educação Presencial,3103504,66,58,2.794908153,37,0.637931034,0.429641269,3.167452587,4,2018
3437,0,Faculdade,Privada com fins lucrativos,84415,1,Educação Presencial,0,8,2,1.046053984,1,0.5,0.0,2.423937458,3,2018
582,UFSM,Universidade,Pública Federal,84423,22,Educação Presencial,4316907,25,22,3.671984167,19,0.863636364,2.303183645,3.656017358,4,2018
4251,PIT-FATEC,Faculdade,Privada com fins lucrativos,84437,87,Educação Presencial,3106200,7,6,3.605814377,3,0.5,2.044072755,2.694482743,3,2018
4251,PIT-FATEC,Faculdade,Privada com fins lucrativos,84439,86,Educação Presencial,3106200,16,10,2.036684602,7,0.7,-2.479881379,2.032203261,3,2018
4356,FACIP,Faculdade,Pública Municipal,84530,1,Educação Presencial,2610004,25,20,1.11122908,13,0.65,-1.482713972,1.363636925,2,2018
163,UNESA,Universidade,Privada com fins lucrativos,84537,1,Educação Presencial,3304557,66,62,2.31957463,36,0.580645161,-0.548211169,2.792596066,3,2018
5550,0,Faculdade,Privada com fins lucrativos,84592,86,Educação Presencial,5201108,26,1,,1,1.0,0.0,,SC,2018
1151,FANESE,Faculdade,Privada com fins lucrativos,84597,84,Educação Presencial,2800308,12,12,3.003474069,6,0.5,8.832461048,4.130574217,5,2018
1151,FANESE,Faculdade,Privada com fins lucrativos,84599,85,Educação Presencial,2800308,10,8,2.708113534,3,0.375,1.587371845,3.126606489,4,2018
5518,FG,Faculdade,Privada com fins lucrativos,84629,86,Educação Presencial,4109401,16,15,3.111920136,7,0.466666667,3.787881279,3.059608416,4,2018
14246,0,Faculdade,Privada sem fins lucrativos,84745,2,Educação Presencial,3170107,79,76,1.292412957,27,0.355263158,-1.236838579,2.517533744,3,2018
14029,0,Faculdade,Privada sem fins lucrativos,84761,1,Educação Presencial,3101102,12,10,2.357125787,10,1.0,-1.1570391,1.668066601,2,2018
14248,0,Faculdade,Privada sem fins lucrativos,84776,22,Educação Presencial,3170206,45,40,2.137847657,23,0.575,0.399228768,2.174750601,3,2018
14248,0,Faculdade,Privada sem fins lucrativos,84780,2,Educação Presencial,3170206,113,78,1.91982238,43,0.551282051,0.471206144,2.276537084,3,2018
14248,0,Faculdade,Privada sem fins lucrativos,84798,38,Educação Presencial,3170206,40,36,1.637915871,23,0.638888889,-0.654352665,1.731671996,2,2018
1292,FAI,Centro Universitário,Pública Municipal,84833,26,Educação Presencial,3500105,5,5,0.0,2,0.4,-17.76970727,1.192398335,2,2018
1,UFMT,Universidade,Pública Federal,84854,18,Educação Presencial,5107602,28,26,2.588579449,25,0.961538462,0.20911432,3.028171573,4,2018
163,UNESA,Universidade,Privada com fins lucrativos,84894,86,Educação Presencial,3304557,42,39,2.120502912,16,0.41025641,-0.675555517,2.430472144,3,2018
163,UNESA,Universidade,Privada com fins lucrativos,84896,86,Educação Presencial,3303401,6,4,2.104554812,2,0.5,-1.026653638,2.482124535,3,2018
163,UNESA,Universidade,Privada com fins lucrativos,84899,86,Educação Presencial,3304904,44,38,1.674703235,23,0.605263158,-1.615124234,2.337355471,3,2018
163,UNESA,Universidade,Privada com fins lucrativos,84912,86,Educação Presencial,3305109,2,1,,0,0.0,0.0,,SC,2018
718,UNP,Universidade,Privada com fins lucrativos,84944,2,Educação Presencial,2408003,381,347,1.584887459,300,0.864553314,-0.0957341,2.886632851,3,2018
1208,0,Faculdade,Privada com fins lucrativos,84965,86,Educação Presencial,2408102,33,21,2.134033225,16,0.761904762,-1.864854669,2.316964928,3,2018
4077,FAQI,Faculdade,Privada com fins lucrativos,84973,85,Educação Presencial,4309209,114,107,2.163018088,44,0.411214953,0.177011008,2.734958468,3,2018
794,UNIVAG,Centro Universitário,Privada sem fins lucrativos,85066,86,Educação Presencial,5108402,4,4,3.954478641,4,1.0,7.564129982,4.226641909,5,2018
5669,0,Centro Universitário,Privada com fins lucrativos,85088,1,Educação Presencial,3549904,41,9,2.017127445,5,0.555555556,-1.494957163,1.883545644,2,2018
