area,nomarea,ies,nomies,ca,curso,N,enade,ce,ano
38,SERVIÇO SOCIAL,1317,Centro Universitário Sudoeste Paulista,Privada com fins lucrativos,90597,9,2.060734738,3,2018
1,ADMINISTRAÇÃO,2656,FACULDADE DE RECIFE,Privada com fins lucrativos,90619,28,1.335974026,2,2018
22,CIÊNCIAS CONTÁBEIS,2656,FACULDADE DE RECIFE,Privada com fins lucrativos,90621,43,0.343617581,1,2018
22,CIÊNCIAS CONTÁBEIS,3034,FACULDADE DELTA,Privada com fins lucrativos,90629,23,2.278985534,3,2018
803,COMUNICAÇÃO SOCIAL - JORNALISMO,3034,FACULDADE DELTA,Privada com fins lucrativos,90632,8,3.529189449,4,2018
18,PSICOLOGIA,4255,FACULDADES INTEGRADAS DE CACOAL,Privada com fins lucrativos,90635,15,2.057225609,3,2018
2,DIREITO,1683,FACULDADE UNINASSAU TERESINA,Privada com fins lucrativos,90655,153,2.020314914,3,2018
2,DIREITO,3789,FACULDADE EVANGÉLICA DE GOIANÉSIA,Privada sem fins lucrativos,90657,171,1.707344622,2,2018
2,DIREITO,2484,FACULDADE PROCESSUS,Privada sem fins lucrativos,90659,241,2.567539319,3,2018
2,DIREITO,682,FACULDADE DO NOROESTE DE MINAS,Privada com fins lucrativos,90661,17,2.195094738,3,2018
18,PSICOLOGIA,2343,FACULDADE DA AMAZÔNIA OCIDENTAL,Privada com fins lucrativos,90665,24,2.611320301,3,2018
1,ADMINISTRAÇÃO,5370,Faculdades Unificadas de Teófilo Otoni,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,90671,12,2.300715744,3,2018
2,DIREITO,1497,FACULDADE DE ADMINISTRAÇÃO DE SANTA CRUZ DO RIO PARDO,Privada sem fins lucrativos,90679,15,2.134180491,3,2018
26,DESIGN,861,CENTRO DE ENSINO SUPERIOR DO AMAPÁ,Privada com fins lucrativos,90703,22,1.794196983,2,2018
38,SERVIÇO SOCIAL,3034,FACULDADE DELTA,Privada com fins lucrativos,90705,28,1.697652233,2,2018
22,CIÊNCIAS CONTÁBEIS,1273,Centro Universitário Campo Limpo Paulista,Privada com fins lucrativos,90758,42,1.310071641,2,2018
29,TURISMO,1772,Centro Universitário Fanor Wyden,Privada com fins lucrativos,90760,8,3.782700345,4,2018
106,TECNOLOGIA EM GESTÃO PÚBLICA,4786,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS",Pessoa Jurídica de Direito Público - Federal,90773,54,2.631408762,3,2018
804,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,1113,CENTRO UNIVERSITÁRIO EURO-AMERICANO,Privada sem fins lucrativos,90776,13,1.722393731,2,2018
1,ADMINISTRAÇÃO,1643,FACULDADE ANÍSIO TEIXEIRA DE FEIRA DE SANTANA,Privada sem fins lucrativos,90780,10,3.77658983,4,2018
803,COMUNICAÇÃO SOCIAL - JORNALISMO,1643,FACULDADE ANÍSIO TEIXEIRA DE FEIRA DE SANTANA,Privada sem fins lucrativos,90783,6,2.695903595,3,2018
804,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,1643,FACULDADE ANÍSIO TEIXEIRA DE FEIRA DE SANTANA,Privada sem fins lucrativos,90784,4,2.832247183,3,2018
2,DIREITO,739,CENTRO UNIVERSITÁRIO SÃO CAMILO - ESPÍRITO SANTO,Privada sem fins lucrativos,90788,87,1.723315549,2,2018
2,DIREITO,2917,FACULDADE BRASIL NORTE,Privada com fins lucrativos,90821,95,1.006637066,2,2018
2,DIREITO,2911,FACULDADE PAN AMAZÔNICA,Privada com fins lucrativos,90823,88,1.471896185,2,2018
2,DIREITO,1449,FACULDADE DE IBAITI,Privada com fins lucrativos,90825,41,2.07037852,3,2018
2,DIREITO,1136,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE IGARASSU,Privada sem fins lucrativos,90827,42,0.755491967,1,2018
2,DIREITO,3588,FACULDADE DOM PEDRO II,Privada com fins lucrativos,90829,104,1.684109308,2,2018
2,DIREITO,2908,FACULDADE NATALENSE DE ENSINO E CULTURA,Privada com fins lucrativos,90837,53,1.757716386,2,2018
1,ADMINISTRAÇÃO,3746,FACULDADE PAULISTA DE PESQUISA E ENSINO SUPERIOR,Privada com fins lucrativos,90839,136,1.70845707,2,2018
1,ADMINISTRAÇÃO,3788,FACULDADE JUIZ DE FORA,Privada com fins lucrativos,90843,0,,SC,2018
1,ADMINISTRAÇÃO,2703,FACULDADE SENAC MINAS,Privada sem fins lucrativos,90845,66,3.313888725,4,2018
1,ADMINISTRAÇÃO,4104,ESCOLA SUPERIOR DE ENGENHARIA E GESTÃO DE SÃO PAULO - ESEG,Privada com fins lucrativos,90855,1,,SC,2018
1,ADMINISTRAÇÃO,3936,FACULDADE ANHANGUERA DE LIMEIRA,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,90867,33,1.787188457,2,2018
22,CIÊNCIAS CONTÁBEIS,3936,FACULDADE ANHANGUERA DE LIMEIRA,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,90869,0,,SC,2018
804,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,3936,FACULDADE ANHANGUERA DE LIMEIRA,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,90874,15,1.949569372,3,2018
1,ADMINISTRAÇÃO,4138,FACULDADE ANHANGUERA DE SANTA BÁRBARA,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,90881,30,2.826047783,3,2018
22,CIÊNCIAS CONTÁBEIS,4138,FACULDADE ANHANGUERA DE SANTA BÁRBARA,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,90883,11,1.310501719,2,2018
804,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,4141,FACULDADE ANHANGUERA DE TAUBATÉ,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,90890,25,2.626163886,3,2018
22,CIÊNCIAS CONTÁBEIS,4141,FACULDADE ANHANGUERA DE TAUBATÉ,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,90905,22,2.286715458,3,2018
1,ADMINISTRAÇÃO,4141,FACULDADE ANHANGUERA DE TAUBATÉ,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,90907,66,2.93287914,3,2018
1,ADMINISTRAÇÃO,4169,Faculdade Estácio de Carapicuíba,Privada com fins lucrativos,90914,122,2.005995309,3,2018
803,COMUNICAÇÃO SOCIAL - JORNALISMO,2944,FACULDADE DO SUL,Privada com fins lucrativos,90944,17,2.378358694,3,2018
22,CIÊNCIAS CONTÁBEIS,1804,FACULDADE DE MAUÁ - FAMA,Privada com fins lucrativos,91019,8,2.992337041,4,2018
22,CIÊNCIAS CONTÁBEIS,3205,FACULDADE DE CIÊNCIAS E TECNOLOGIA DE VIÇOSA,Privada com fins lucrativos,91023,30,1.648710414,2,2018
1,ADMINISTRAÇÃO,1019,FACULDADE DE CIÊNCIAS E TECNOLOGIA DE UNAÍ - FACTU,Privada sem fins lucrativos,91033,12,2.773565109,3,2018
22,CIÊNCIAS CONTÁBEIS,2271,FACULDADE PITÁGORAS DE IPATINGA,Privada com fins lucrativos,91041,12,3.327027305,4,2018
93,TECNOLOGIA EM GESTÃO COMERCIAL,1574,FACULDADE EDUCACIONAL DE MEDIANEIRA,Privada com fins lucrativos,91089,30,2.813319793,3,2018
1,ADMINISTRAÇÃO,3921,FACULDADE ARNALDO HORÁCIO FERREIRA,Privada com fins lucrativos,91093,9,2.519464651,3,2018
22,CIÊNCIAS CONTÁBEIS,3921,FACULDADE ARNALDO HORÁCIO FERREIRA,Privada com fins lucrativos,91097,18,2.176855251,3,2018
1,ADMINISTRAÇÃO,4293,FACULDADE DE TIETÊ,Privada com fins lucrativos,91121,4,0.526314619,1,2018
804,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,2755,FACULDADE DO VALE DO ITAJAÍ MIRIM,Privada com fins lucrativos,91145,10,2.377166598,3,2018
1,ADMINISTRAÇÃO,219,FACULDADE DE EDUCAÇÃO CIÊNCIAS E ARTES DOM BOSCO DE MONTE APRAZÍVEL,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,91171,34,1.879696085,2,2018
22,CIÊNCIAS CONTÁBEIS,219,FACULDADE DE EDUCAÇÃO CIÊNCIAS E ARTES DOM BOSCO DE MONTE APRAZÍVEL,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,91173,38,1.97174759,3,2018
81,RELAÇÕES INTERNACIONAIS,1396,Centro Universitário Dinâmica das Cataratas,Privada com fins lucrativos,91191,20,2.050837079,3,2018
804,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,4826,FACULDADE ANHANGÜERA DE CAMPINAS,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,91209,16,2.808644042,3,2018
1,ADMINISTRAÇÃO,589,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,Pessoa Jurídica de Direito Público - Federal,91260,16,3.80506426,4,2018
1,ADMINISTRAÇÃO,163,UNIVERSIDADE ESTÁCIO DE SÁ,Privada com fins lucrativos,91277,49,2.233806913,3,2018
85,TECNOLOGIA EM PROCESSOS GERENCIAIS,14028,Faculdade UNA de Betim,Privada com fins lucrativos,91318,21,2.815143047,3,2018
1,ADMINISTRAÇÃO,14028,Faculdade UNA de Betim,Privada com fins lucrativos,91321,36,3.528118963,4,2018
85,TECNOLOGIA EM PROCESSOS GERENCIAIS,641,UNIVERSIDADE LA SALLE,Privada sem fins lucrativos,91328,51,2.715026539,3,2018
2,DIREITO,3603,FACULDADE ANHANGUERA DE GUARULHOS,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,91367,58,1.376999113,2,2018
2,DIREITO,1375,FACULDADE CATÓLICA RAINHA DA PAZ DE ARAPUTANGA,Privada sem fins lucrativos,91369,58,1.477135091,2,2018
2,DIREITO,1530,Faculdade CNEC Joinville,Privada sem fins lucrativos,91380,157,2.567769771,3,2018
2,DIREITO,1432,FACULDADE BERTIOGA,Privada sem fins lucrativos,91384,39,1.031961934,2,2018
2,DIREITO,40,UNIVERSIDADE DO ESTADO DA BAHIA,Pessoa Jurídica de Direito Público - Estadual,91386,27,4.401122305,5,2018
88,TECNOLOGIA EM GASTRONOMIA,221,UNIVERSIDADE CRUZEIRO DO SUL,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,91388,72,1.672040237,2,2018
2,DIREITO,1934,FACULDADE SINOP,Privada com fins lucrativos,91391,192,1.837968126,2,2018
2,DIREITO,1711,FACULDADE DE PRESIDENTE PRUDENTE,Privada com fins lucrativos,91397,62,1.299313944,2,2018
18,PSICOLOGIA,1645,FACULDADE DE TECNOLOGIA E CIÊNCIAS DE JEQUIÉ,Privada com fins lucrativos,91475,36,2.172415789,3,2018
2,DIREITO,40,UNIVERSIDADE DO ESTADO DA BAHIA,Pessoa Jurídica de Direito Público - Estadual,91495,36,3.397253788,4,2018
22,CIÊNCIAS CONTÁBEIS,338,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,91524,107,4.023536887,5,2018
22,CIÊNCIAS CONTÁBEIS,40,UNIVERSIDADE DO ESTADO DA BAHIA,Pessoa Jurídica de Direito Público - Estadual,91535,49,1.896877279,2,2018
2,DIREITO,40,UNIVERSIDADE DO ESTADO DA BAHIA,Pessoa Jurídica de Direito Público - Estadual,91539,90,3.009595697,4,2018
1,ADMINISTRAÇÃO,4826,FACULDADE ANHANGÜERA DE CAMPINAS,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,91571,45,2.160705721,3,2018
1,ADMINISTRAÇÃO,1084,FACULDADE CENECISTA DE BENTO GONÇALVES,Privada sem fins lucrativos,91670,53,2.238679187,3,2018
38,SERVIÇO SOCIAL,2944,FACULDADE DO SUL,Privada com fins lucrativos,91681,55,1.096375607,2,2018
2,DIREITO,40,UNIVERSIDADE DO ESTADO DA BAHIA,Pessoa Jurídica de Direito Público - Estadual,91692,37,3.254885343,4,2018
1,ADMINISTRAÇÃO,673,CENTRO UNIVERSITÁRIO DA GRANDE DOURADOS,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,91707,217,1.789481668,2,2018
1,ADMINISTRAÇÃO,40,UNIVERSIDADE DO ESTADO DA BAHIA,Pessoa Jurídica de Direito Público - Estadual,91799,27,3.136217723,4,2018
1,ADMINISTRAÇÃO,40,UNIVERSIDADE DO ESTADO DA BAHIA,Pessoa Jurídica de Direito Público - Estadual,91814,66,2.767004183,3,2018
1,ADMINISTRAÇÃO,2915,FACULDADE CIDADE DE PATOS DE MINAS,Privada sem fins lucrativos,91827,11,2.841105393,3,2018
18,PSICOLOGIA,68,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE PENÁPOLIS,Fundação Pública de Direito Privado Municipal,91890,15,2.074617386,3,2018
2,DIREITO,2270,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE EXTREMA,Privada sem fins lucrativos,91913,21,2.044540101,3,2018
18,PSICOLOGIA,1420,FACULDADES DE DRACENA,Fundação Pública de Direito Privado Municipal,91941,39,1.132775064,2,2018
2,DIREITO,3514,FACULDADE DE CIÊNCIAS GERENCIAIS ALVES FORTES,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,91945,39,1.679258998,2,2018
2,DIREITO,14156,Faculdade Presidente Antônio Carlos de Teófilo Otoni,Privada sem fins lucrativos,91966,96,1.818216776,2,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,645,Centro Universitário - Católica de Santa Catarina em Jaraguá do Sul,Privada sem fins lucrativos,91985,4,2.881751693,3,2018
18,PSICOLOGIA,5303,FACULDADE ANHANGÜERA DE DOURADOS,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,91993,34,0.805558727,1,2018
18,PSICOLOGIA,78,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ALEGRE,Pessoa Jurídica de Direito Público - Municipal,91998,16,1.648115797,2,2018
2,DIREITO,749,CENTRO DE ENSINO SUPERIOR DO VALE DO PARNAÍBA,Privada com fins lucrativos,92009,22,2.687872304,3,2018
2,DIREITO,2537,FACULDADE SÃO GERALDO,Privada com fins lucrativos,92013,29,4.285465783,5,2018
2,DIREITO,2581,FACULDADE SÃO SALVADOR,Privada com fins lucrativos,92015,56,1.505251868,2,2018
18,PSICOLOGIA,1170,FACULDADE METROPOLITANA DE CAMAÇARI,Privada sem fins lucrativos,92038,26,0.43729013,1,2018
18,PSICOLOGIA,265,FACULDADES INTEGRADAS DE OURINHOS,Privada sem fins lucrativos,92040,53,3.117409696,4,2018
2,DIREITO,338,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,92042,32,0.95425471,2,2018
1,ADMINISTRAÇÃO,4007,"FATECE - FACULDADE DE TECNOLOGIA, CIÊNCIAS E EDUCAÇÃO",Privada com fins lucrativos,92057,18,2.409612615,3,2018
22,CIÊNCIAS CONTÁBEIS,4362,FACULDADE PITÁGORAS DE BETIM,Privada com fins lucrativos,92083,41,2.57696638,3,2018
1,ADMINISTRAÇÃO,4362,FACULDADE PITÁGORAS DE BETIM,Privada com fins lucrativos,92084,86,3.349436805,4,2018
26,DESIGN,9,UNIVERSIDADE ESTADUAL DE LONDRINA,Pessoa Jurídica de Direito Público - Estadual,92115,20,3.873913901,4,2018
26,DESIGN,9,UNIVERSIDADE ESTADUAL DE LONDRINA,Pessoa Jurídica de Direito Público - Estadual,92117,30,3.721216313,4,2018
2,DIREITO,1312,FACULDADES INTEGRADAS DE RONDONÓPOLIS,Privada com fins lucrativos,92153,130,1.2220013,2,2018
2,DIREITO,2794,FACULDADE DE CIÊNCIAS SOCIAIS E HUMANAS SOBRAL PINTO,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial,92155,99,1.082643983,2,2018
2,DIREITO,1932,FACULDADE PALOTINA,Privada sem fins lucrativos,92161,62,1.911604294,2,2018
2,DIREITO,2175,FACULDADE METROPOLITANA DE BLUMENAU,Privada com fins lucrativos,92165,91,1.970420975,3,2018
2,DIREITO,3724,FACULDADE MARANHENSE SÃO JOSÉ DOS COCAIS,Privada com fins lucrativos,92169,25,2.536366633,3,2018
2,DIREITO,3523,FACULDADE DE DIREITO DA FUNDAÇÃO ESCOLA SUPERIOR DO MINISTÉRIO PÚBLICO,Privada sem fins lucrativos,92173,137,3.60995198,4,2018
1,ADMINISTRAÇÃO,163,UNIVERSIDADE ESTÁCIO DE SÁ,Privada com fins lucrativos,92208,63,1.7297549,2,2018
2,DIREITO,494,UNIVERSIDADE DO SUL DE SANTA CATARINA,Privada sem fins lucrativos,92211,45,2.38467013,3,2018
22,CIÊNCIAS CONTÁBEIS,4849,Centro Universitário Tocantinense Presidente Antônio Carlos,Privada com fins lucrativos,92217,83,1.653609079,2,2018
18,PSICOLOGIA,81,UNIVERSIDADE DA REGIÃO DE JOINVILLE,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade,92245,58,3.034395443,4,2018
2,DIREITO,40,UNIVERSIDADE DO ESTADO DA BAHIA,Pessoa Jurídica de Direito Público - Estadual,92279,28,3.792514706,4,2018
2,DIREITO,3847,FACULDADE BAIANA DE DIREITO E GESTÃO,Privada com fins lucrativos,92301,148,3.456108765,4,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,456,CENTRO UNIVERSITÁRIO SANT¿ANNA,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,92313,7,2.129410788,3,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,4138,FACULDADE ANHANGUERA DE SANTA BÁRBARA,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,92321,8,2.09385274,3,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,4141,FACULDADE ANHANGUERA DE TAUBATÉ,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,92325,5,2.412877929,3,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,4826,FACULDADE ANHANGÜERA DE CAMPINAS,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,92327,10,3.189407727,4,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,3936,FACULDADE ANHANGUERA DE LIMEIRA,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,92331,19,2.02461153,3,2018
2,DIREITO,1661,Faculdade Projeção de Sobradinho,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,92335,180,1.157551588,2,2018
2,DIREITO,1100,Centro Universitário Carlos Drummond de Andrade,Privada sem fins lucrativos,92337,104,0.825666005,1,2018
101,TEOLOGIA,167,UNIVERSIDADE METODISTA DE SÃO PAULO,Privada sem fins lucrativos,92345,68,2.509619589,3,2018
84,TECNOLOGIA EM MARKETING,167,UNIVERSIDADE METODISTA DE SÃO PAULO,Privada sem fins lucrativos,92347,33,2.373460748,3,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,167,UNIVERSIDADE METODISTA DE SÃO PAULO,Privada sem fins lucrativos,92351,85,1.75414277,2,2018
1,ADMINISTRAÇÃO,167,UNIVERSIDADE METODISTA DE SÃO PAULO,Privada sem fins lucrativos,92356,132,2.00437137,3,2018
2,DIREITO,1036,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,Pessoa Jurídica de Direito Público - Estadual,92415,71,1.783339139,2,2018
1,ADMINISTRAÇÃO,472,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,92465,74,2.548439465,3,2018
85,TECNOLOGIA EM PROCESSOS GERENCIAIS,322,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,92568,0,,SC,2018
22,CIÊNCIAS CONTÁBEIS,322,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,92578,39,2.418921973,3,2018
88,TECNOLOGIA EM GASTRONOMIA,322,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,92581,26,2.381079675,3,2018
22,CIÊNCIAS CONTÁBEIS,367,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,Pessoa Jurídica de Direito Público - Estadual,92594,26,1.65079944,2,2018
94,TECNOLOGIA EM LOGÍSTICA,316,UNIVERSIDADE NOVE DE JULHO,Privada sem fins lucrativos,92632,51,1.576042677,2,2018
105,TECNOLOGIA EM GESTÃO DA QUALIDADE,1422,CENTRO UNIVERSITÁRIO DO NORTE,Privada com fins lucrativos,92649,32,1.694647961,2,2018
38,SERVIÇO SOCIAL,663,UNIVERSIDADE SALGADO DE OLIVEIRA,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,92663,5,1.172136395,2,2018
1,ADMINISTRAÇÃO,47,UNIVERSIDADE ESTADUAL DE GOIÁS,Pessoa Jurídica de Direito Público - Estadual,92687,25,1.875949139,2,2018
1,ADMINISTRAÇÃO,47,UNIVERSIDADE ESTADUAL DE GOIÁS,Pessoa Jurídica de Direito Público - Estadual,92693,24,2.257599802,3,2018
87,TECNOLOGIA EM GESTÃO FINANCEIRA,338,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,92726,21,3.136736802,4,2018
94,TECNOLOGIA EM LOGÍSTICA,338,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,92736,22,2.801911215,3,2018
104,TECNOLOGIA EM DESIGN GRÁFICO,165,UNIVERSIDADE VEIGA DE ALMEIDA,Privada com fins lucrativos,92759,31,2.749206389,3,2018
1,ADMINISTRAÇÃO,47,UNIVERSIDADE ESTADUAL DE GOIÁS,Pessoa Jurídica de Direito Público - Estadual,92761,31,2.871204212,3,2018
85,TECNOLOGIA EM PROCESSOS GERENCIAIS,344,CENTRO UNIVERSITÁRIO UNA,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,92815,8,1.037876971,2,2018
22,CIÊNCIAS CONTÁBEIS,3431,FACULDADE DO SERIDÓ,Privada com fins lucrativos,92817,13,1.675496272,2,2018
93,TECNOLOGIA EM GESTÃO COMERCIAL,344,CENTRO UNIVERSITÁRIO UNA,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,92823,15,3.233633265,4,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,344,CENTRO UNIVERSITÁRIO UNA,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,92825,9,2.816226813,3,2018
94,TECNOLOGIA EM LOGÍSTICA,344,CENTRO UNIVERSITÁRIO UNA,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,92836,27,3.43050557,4,2018
18,PSICOLOGIA,3371,CENTRO UNIVERSITÁRIO DE PATOS DE MINAS,Privada sem fins lucrativos,92873,48,3.02806318,4,2018
1,ADMINISTRAÇÃO,3854,FACULDADE IDEAL DE BRASÍLIA,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,92913,10,1.553577069,2,2018
22,CIÊNCIAS CONTÁBEIS,3930,INSTITUTO DE EDUCAÇÃO SUPERIOR RAIMUNDO SÁ,Privada com fins lucrativos,92919,44,1.832315656,2,2018
803,COMUNICAÇÃO SOCIAL - JORNALISMO,3930,INSTITUTO DE EDUCAÇÃO SUPERIOR RAIMUNDO SÁ,Privada com fins lucrativos,92922,19,1.246604414,2,2018
38,SERVIÇO SOCIAL,3930,INSTITUTO DE EDUCAÇÃO SUPERIOR RAIMUNDO SÁ,Privada com fins lucrativos,92923,21,2.605252403,3,2018
38,SERVIÇO SOCIAL,4530,CENTRO UNIVERSITÁRIO TIRADENTES,Privada com fins lucrativos,92925,14,1.757614717,2,2018
1,ADMINISTRAÇÃO,4530,CENTRO UNIVERSITÁRIO TIRADENTES,Privada com fins lucrativos,92927,60,2.369781801,3,2018
22,CIÊNCIAS CONTÁBEIS,4530,CENTRO UNIVERSITÁRIO TIRADENTES,Privada com fins lucrativos,92929,36,1.015924992,2,2018
1,ADMINISTRAÇÃO,3786,FACULDADE DE ENSINO DE MINAS GERAIS,Privada com fins lucrativos,92993,19,2.81874914,3,2018
1,ADMINISTRAÇÃO,14132,Faculdade Presidente Antônio Carlos de Itanhandu,Privada sem fins lucrativos,93017,17,1.644291753,2,2018
2,DIREITO,466,UNIVERSIDADE ANHEMBI MORUMBI,Privada com fins lucrativos,93061,55,2.840491166,3,2018
81,RELAÇÕES INTERNACIONAIS,466,UNIVERSIDADE ANHEMBI MORUMBI,Privada com fins lucrativos,93064,50,2.541264203,3,2018
38,SERVIÇO SOCIAL,344,CENTRO UNIVERSITÁRIO UNA,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,93394,38,3.437195824,4,2018
18,PSICOLOGIA,3966,CENTRO UNIVERSITÁRIO DE CARATINGA,Privada sem fins lucrativos,93413,45,1.170450446,2,2018
2,DIREITO,3042,CHRISTUS FACULDADE DO PIAUÍ,Privada com fins lucrativos,93601,81,2.090160296,3,2018
18,PSICOLOGIA,591,UNIVERSIDADE FEDERAL DE SÃO PAULO,Pessoa Jurídica de Direito Público - Federal,94095,42,4.59391412,5,2018
22,CIÊNCIAS CONTÁBEIS,3427,Faculdade Dom Pedro II de Sergipe,Privada com fins lucrativos,94201,36,2.170719672,3,2018
22,CIÊNCIAS CONTÁBEIS,4826,FACULDADE ANHANGÜERA DE CAMPINAS,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,94229,19,2.386409161,3,2018
1,ADMINISTRAÇÃO,47,UNIVERSIDADE ESTADUAL DE GOIÁS,Pessoa Jurídica de Direito Público - Estadual,94270,25,3.018708611,4,2018
22,CIÊNCIAS CONTÁBEIS,1818,FACULDADE PITÁGORAS DE BELO HORIZONTE,Privada com fins lucrativos,94309,15,2.494458092,3,2018
803,COMUNICAÇÃO SOCIAL - JORNALISMO,1818,FACULDADE PITÁGORAS DE BELO HORIZONTE,Privada com fins lucrativos,94317,4,3.520913074,4,2018
22,CIÊNCIAS CONTÁBEIS,1404,FACULDADE DE PIRACANJUBA,Privada com fins lucrativos,94329,6,1.185918052,2,2018
22,CIÊNCIAS CONTÁBEIS,15450,Faculdade Única de Ipatinga,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,94403,48,2.290226324,3,2018
1,ADMINISTRAÇÃO,3930,INSTITUTO DE EDUCAÇÃO SUPERIOR RAIMUNDO SÁ,Privada com fins lucrativos,94458,23,2.097453689,3,2018
22,CIÊNCIAS CONTÁBEIS,3785,INSTITUTO MARANHENSE DE ENSINO E CULTURA,Privada com fins lucrativos,94487,32,1.046214179,2,2018
1,ADMINISTRAÇÃO,3785,INSTITUTO MARANHENSE DE ENSINO E CULTURA,Privada com fins lucrativos,94493,38,1.284185176,2,2018
1,ADMINISTRAÇÃO,3996,FACULDADE SENAC PERNAMBUCO,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,94495,28,2.791410743,3,2018
