area,nomarea,ies,nomies,ca,curso,N,enade,ce,ano
22,CIÊNCIAS CONTÁBEIS,1427,CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA,Privada com fins lucrativos,87550,54,3.032922445,4,2018
101,TEOLOGIA,3573,FACULDADE TEOLÓGICA BATISTA DE BRASÍLIA,Privada sem fins lucrativos,87721,39,2.192060489,3,2018
804,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,1322,FACULDADE EDUVALE DE AVARÉ,Privada sem fins lucrativos,87752,18,2.479105793,3,2018
1,ADMINISTRAÇÃO,403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,87802,2,4.433384548,5,2018
18,PSICOLOGIA,1139,FACULDADE DE ESTUDOS ADMINISTRATIVOS DE MINAS GERAIS - FEAD-MG,Privada com fins lucrativos,87818,57,3.033620469,4,2018
18,PSICOLOGIA,1469,FACULDADE CESUSC,Privada com fins lucrativos,87820,44,3.225879028,4,2018
18,PSICOLOGIA,3515,FACULDADES INTEGRADAS DA VITÓRIA DE SANTO ANTÃO,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,87824,52,1.201865875,2,2018
18,PSICOLOGIA,2402,Faculdade de Tecnologia e Ciências,Privada com fins lucrativos,87826,68,1.948437499,3,2018
38,SERVIÇO SOCIAL,403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,87910,6,3.2924222,4,2018
803,COMUNICAÇÃO SOCIAL - JORNALISMO,3397,"FACULDADE BOAS NOVAS DE CIÊNCIAS TEOLÓGICAS, SOCIAIS E BIOTECNOLÓGICAS",Privada sem fins lucrativos,87925,36,1.007421624,2,2018
2,DIREITO,2194,FACULDADE ANHANGUERA DO RIO GRANDE,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,87933,42,2.383761035,3,2018
2,DIREITO,3631,FACULDADE DAMAS DA INSTRUÇÃO CRISTÃ,Privada sem fins lucrativos,87936,66,2.851829444,3,2018
1,ADMINISTRAÇÃO,14115,Faculdade Presidente Antônio Carlos de Ponte Nova,Privada sem fins lucrativos,87953,17,3.679499797,4,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,4584,FACULDADE DE TECNOLOGIA MACHADO DE ASSIS,Privada com fins lucrativos,87962,13,3.573696695,4,2018
84,TECNOLOGIA EM MARKETING,4584,FACULDADE DE TECNOLOGIA MACHADO DE ASSIS,Privada com fins lucrativos,87972,0,,SC,2018
803,COMUNICAÇÃO SOCIAL - JORNALISMO,4010,CENTRO UNIVERSITÁRIO METODISTA,Privada sem fins lucrativos,87977,17,3.343206072,4,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,1196,CENTRO UNIVERSITÁRIO DE MARINGÁ - UNICESUMAR,Privada com fins lucrativos,88006,4,2.772963785,3,2018
2,DIREITO,1736,CENTRO UNIVERSITÁRIO LA SALLE DO RIO DE JANEIRO,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,88024,101,2.255345922,3,2018
2,DIREITO,1554,FACULDADES INTEGRADAS DO VALE DO RIBEIRA,Privada com fins lucrativos,88026,60,2.615961302,3,2018
1,ADMINISTRAÇÃO,2831,FACULDADE DOM BOSCO DE GOIOERÊ,Privada sem fins lucrativos,88028,28,1.139303742,2,2018
94,TECNOLOGIA EM LOGÍSTICA,521,UNIVERSIDADE DE MOGI DAS CRUZES,Privada com fins lucrativos,88036,20,3.048235745,4,2018
22,CIÊNCIAS CONTÁBEIS,2950,Centro Universitário FADERGS,Privada com fins lucrativos,88070,55,2.970831515,4,2018
2,DIREITO,143,UNIVERSIDADE DE UBERABA,Privada sem fins lucrativos,88072,107,2.128700866,3,2018
93,TECNOLOGIA EM GESTÃO COMERCIAL,794,CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE,Privada sem fins lucrativos,88161,6,3.339266415,4,2018
94,TECNOLOGIA EM LOGÍSTICA,3368,CENTRO UNIVERSITÁRIO DO SUL DE MINAS,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,88184,9,4.150969549,5,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,206,CENTRO UNIVERSITÁRIO ÍTALO-BRASILEIRO,Privada sem fins lucrativos,88210,61,1.543020377,2,2018
1,ADMINISTRAÇÃO,27,UNIVERSIDADE VALE DO RIO VERDE,Privada sem fins lucrativos,88237,14,2.842662521,3,2018
22,CIÊNCIAS CONTÁBEIS,1867,FACULDADE DE CIÊNCIAS GERENCIAIS DE SANTOS DUMONT,Privada sem fins lucrativos,88274,13,2.67647926,3,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,514,CENTRO UNIVERSITÁRIO DE BARRA MANSA,Privada sem fins lucrativos,88286,38,1.747323555,2,2018
88,TECNOLOGIA EM GASTRONOMIA,137,UNIVERSIDADE DO SAGRADO CORAÇÃO,Privada sem fins lucrativos,88322,22,2.901386519,3,2018
84,TECNOLOGIA EM MARKETING,417,UNIVERSIDADE CIDADE DE SÃO PAULO,Privada com fins lucrativos,88332,56,1.766937495,2,2018
102,TECNOLOGIA EM COMÉRCIO EXTERIOR,417,UNIVERSIDADE CIDADE DE SÃO PAULO,Privada com fins lucrativos,88334,53,0.891974305,1,2018
81,RELAÇÕES INTERNACIONAIS,518,CENTRO UNIVERSITÁRIO DO DISTRITO FEDERAL,Privada com fins lucrativos,88378,37,1.62316088,2,2018
22,CIÊNCIAS CONTÁBEIS,1646,FACULDADE DE EDUCAÇÃO CIÊNCIAS E LETRAS DE PARAÍSO,Pessoa Jurídica de Direito Público - Municipal,88506,26,1.014591341,2,2018
1,ADMINISTRAÇÃO,3042,CHRISTUS FACULDADE DO PIAUÍ,Privada com fins lucrativos,88518,22,2.044838346,3,2018
22,CIÊNCIAS CONTÁBEIS,3042,CHRISTUS FACULDADE DO PIAUÍ,Privada com fins lucrativos,88520,24,1.591240972,2,2018
1,ADMINISTRAÇÃO,2836,FACULDADE SUL DA AMÉRICA,Privada com fins lucrativos,88524,6,3.425322393,4,2018
85,TECNOLOGIA EM PROCESSOS GERENCIAIS,165,UNIVERSIDADE VEIGA DE ALMEIDA,Privada com fins lucrativos,88533,1,,SC,2018
84,TECNOLOGIA EM MARKETING,165,UNIVERSIDADE VEIGA DE ALMEIDA,Privada com fins lucrativos,88535,4,4.329957526,5,2018
38,SERVIÇO SOCIAL,2343,FACULDADE DA AMAZÔNIA OCIDENTAL,Privada com fins lucrativos,88566,5,2.42071565,3,2018
1,ADMINISTRAÇÃO,3769,FACULDADE MADRE TEREZA,Privada com fins lucrativos,88584,14,1.459904483,2,2018
22,CIÊNCIAS CONTÁBEIS,2189,FACULDADE DO MARANHÃO,Privada com fins lucrativos,88595,109,1.599900278,2,2018
94,TECNOLOGIA EM LOGÍSTICA,4584,FACULDADE DE TECNOLOGIA MACHADO DE ASSIS,Privada com fins lucrativos,88600,13,2.981867304,4,2018
102,TECNOLOGIA EM COMÉRCIO EXTERIOR,4584,FACULDADE DE TECNOLOGIA MACHADO DE ASSIS,Privada com fins lucrativos,88602,1,,SC,2018
87,TECNOLOGIA EM GESTÃO FINANCEIRA,4584,FACULDADE DE TECNOLOGIA MACHADO DE ASSIS,Privada com fins lucrativos,88604,2,2.610365509,3,2018
104,TECNOLOGIA EM DESIGN GRÁFICO,150,UNIVERSIDADE DE SOROCABA,Privada sem fins lucrativos,88616,3,3.521999373,4,2018
87,TECNOLOGIA EM GESTÃO FINANCEIRA,150,UNIVERSIDADE DE SOROCABA,Privada sem fins lucrativos,88620,9,1.928441671,2,2018
18,PSICOLOGIA,2160,FACULDADE SANT'ANA,Privada sem fins lucrativos,88640,50,2.707928206,3,2018
18,PSICOLOGIA,1970,FACULDADE DO ESPÍRITO SANTO,Privada com fins lucrativos,88642,17,2.576855354,3,2018
18,PSICOLOGIA,1255,Centro Universitário FBV Wyden,Privada com fins lucrativos,88644,25,3.106446763,4,2018
84,TECNOLOGIA EM MARKETING,4017,CENTRO UNIVERSITÁRIO PADRE ANCHIETA,Privada com fins lucrativos,88676,1,,SC,2018
1,ADMINISTRAÇÃO,715,FAE CENTRO UNIVERSITÁRIO,Privada sem fins lucrativos,88687,21,4.119137209,5,2018
804,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,715,FAE CENTRO UNIVERSITÁRIO,Privada sem fins lucrativos,88689,21,4.038446871,5,2018
94,TECNOLOGIA EM LOGÍSTICA,715,FAE CENTRO UNIVERSITÁRIO,Privada sem fins lucrativos,88703,15,3.336568968,4,2018
18,PSICOLOGIA,724,Centro Universitário FACEX,Privada sem fins lucrativos,88718,53,2.701676529,3,2018
1,ADMINISTRAÇÃO,458,UNIVERSIDADE IBIRAPUERA,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,88768,29,1.892767577,2,2018
22,CIÊNCIAS CONTÁBEIS,458,UNIVERSIDADE IBIRAPUERA,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,88774,15,2.031256158,3,2018
2,DIREITO,458,UNIVERSIDADE IBIRAPUERA,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,88776,62,0.901830464,1,2018
18,PSICOLOGIA,458,UNIVERSIDADE IBIRAPUERA,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,88792,60,1.125229775,2,2018
22,CIÊNCIAS CONTÁBEIS,143,UNIVERSIDADE DE UBERABA,Privada sem fins lucrativos,88796,173,1.96048543,3,2018
1,ADMINISTRAÇÃO,143,UNIVERSIDADE DE UBERABA,Privada sem fins lucrativos,88798,341,2.079531605,3,2018
22,CIÊNCIAS CONTÁBEIS,952,UNIVERSIDADE SANTA CECÍLIA,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,88870,17,5.0,5,2018
22,CIÊNCIAS CONTÁBEIS,3786,FACULDADE DE ENSINO DE MINAS GERAIS,Privada com fins lucrativos,88887,22,2.822475584,3,2018
1,ADMINISTRAÇÃO,2399,FACULDADE DE SOROCABA,Privada com fins lucrativos,88900,31,1.985852844,3,2018
22,CIÊNCIAS CONTÁBEIS,1457,Faculdade Estácio Euro- Panamericana de Humanidades e Tecnologias - Estácio EUROPAN,Privada com fins lucrativos,88916,35,1.680410203,2,2018
1,ADMINISTRAÇÃO,21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,88923,290,2.980483427,4,2018
101,TEOLOGIA,2652,FACULDADE UNIDA DE VITÓRIA,Privada com fins lucrativos,88930,281,2.321335496,3,2018
22,CIÊNCIAS CONTÁBEIS,21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,88932,86,2.829680218,3,2018
1,ADMINISTRAÇÃO,3862,FACULDADE LUCIANO FEIJÃO,Privada sem fins lucrativos,88942,39,2.633852544,3,2018
105,TECNOLOGIA EM GESTÃO DA QUALIDADE,481,Universidade Universus Veritas Guarulhos,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,88948,18,1.70644192,2,2018
22,CIÊNCIAS CONTÁBEIS,1346,FACULDADE BATISTA DE MINAS GERAIS,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,88950,23,2.573503947,3,2018
101,TEOLOGIA,3522,FACULDADE CATÓLICA DE POUSO ALEGRE,Privada sem fins lucrativos,88965,10,3.674589125,4,2018
94,TECNOLOGIA EM LOGÍSTICA,167,UNIVERSIDADE METODISTA DE SÃO PAULO,Privada sem fins lucrativos,88992,19,2.420348538,3,2018
84,TECNOLOGIA EM MARKETING,167,UNIVERSIDADE METODISTA DE SÃO PAULO,Privada sem fins lucrativos,88994,26,2.923127043,3,2018
85,TECNOLOGIA EM PROCESSOS GERENCIAIS,167,UNIVERSIDADE METODISTA DE SÃO PAULO,Privada sem fins lucrativos,88998,18,3.256065772,4,2018
88,TECNOLOGIA EM GASTRONOMIA,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,Privada com fins lucrativos,89060,46,2.973629397,4,2018
803,COMUNICAÇÃO SOCIAL - JORNALISMO,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,Privada com fins lucrativos,89090,10,2.889294433,3,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,Privada com fins lucrativos,89168,64,2.803275028,3,2018
84,TECNOLOGIA EM MARKETING,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,Privada com fins lucrativos,89172,22,2.651824183,3,2018
83,TECNOLOGIA EM DESIGN DE MODA,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,Privada com fins lucrativos,89183,23,1.687337755,2,2018
26,DESIGN,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,Privada com fins lucrativos,89208,11,2.087775977,3,2018
22,CIÊNCIAS CONTÁBEIS,1036,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,Pessoa Jurídica de Direito Público - Estadual,89240,44,2.033522881,3,2018
22,CIÊNCIAS CONTÁBEIS,1036,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,Pessoa Jurídica de Direito Público - Estadual,89257,36,3.186372512,4,2018
88,TECNOLOGIA EM GASTRONOMIA,502,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,Privada com fins lucrativos,89259,36,2.502707072,3,2018
22,CIÊNCIAS CONTÁBEIS,135,CENTRO UNIVERSITÁRIO CLARETIANO,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,89289,83,2.300373636,3,2018
87,TECNOLOGIA EM GESTÃO FINANCEIRA,135,CENTRO UNIVERSITÁRIO CLARETIANO,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,89291,22,3.134872408,4,2018
1,ADMINISTRAÇÃO,135,CENTRO UNIVERSITÁRIO CLARETIANO,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,89302,98,2.540390403,3,2018
22,CIÊNCIAS CONTÁBEIS,671,UNIVERSIDADE ANHANGUERA,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,89309,561,1.429236397,2,2018
2,DIREITO,2687,FACULDADE DOM ALBERTO,Privada com fins lucrativos,89321,75,2.611515155,3,2018
22,CIÊNCIAS CONTÁBEIS,387,UNIVERSIDADE CATÓLICA DOM BOSCO,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,89333,35,2.275452594,3,2018
2,DIREITO,5592,FACULDADES INTEGRADAS DO NORTE DE MINAS - FUNORTE,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,89335,151,2.17168984,3,2018
2,DIREITO,1346,FACULDADE BATISTA DE MINAS GERAIS,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,89337,67,2.310128821,3,2018
2,DIREITO,2241,FACULDADE DO SUDESTE MINEIRO,Privada com fins lucrativos,89339,43,1.61499758,2,2018
2,DIREITO,2741,FACULDADE CATÓLICA DOM ORIONE,Privada sem fins lucrativos,89341,192,2.337210499,3,2018
2,DIREITO,2845,FACULDADE REINALDO RAMOS,Privada com fins lucrativos,89346,115,1.563764863,2,2018
2,DIREITO,396,Centro Universitário Ruy Barbosa Wyden,Privada com fins lucrativos,89348,171,2.343819511,3,2018
81,RELAÇÕES INTERNACIONAIS,208,UNIVERSIDADE DE RIBEIRÃO PRETO,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,89391,44,3.019672438,4,2018
93,TECNOLOGIA EM GESTÃO COMERCIAL,385,UNIVERSIDADE SALVADOR,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,89401,44,2.366050476,3,2018
1,ADMINISTRAÇÃO,137,UNIVERSIDADE DO SAGRADO CORAÇÃO,Privada sem fins lucrativos,89409,58,3.039647322,4,2018
2,DIREITO,2365,FACULDADE CATÓLICA DO TOCANTINS,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,89418,223,1.89321169,2,2018
87,TECNOLOGIA EM GESTÃO FINANCEIRA,1233,CENTRO UNIVERSITÁRIO UNIC,Privada com fins lucrativos,89426,1,,SC,2018
1,ADMINISTRAÇÃO,208,UNIVERSIDADE DE RIBEIRÃO PRETO,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,89457,40,3.788960066,4,2018
1,ADMINISTRAÇÃO,208,UNIVERSIDADE DE RIBEIRÃO PRETO,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,89459,41,1.983146053,3,2018
104,TECNOLOGIA EM DESIGN GRÁFICO,344,CENTRO UNIVERSITÁRIO UNA,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,89463,30,3.535811764,4,2018
22,CIÊNCIAS CONTÁBEIS,2117,FACULDADE DE CIÊNCIA E TECNOLOGIA,Privada com fins lucrativos,89478,20,1.763500958,2,2018
1,ADMINISTRAÇÃO,546,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,Privada sem fins lucrativos,89498,8,3.516973195,4,2018
1,ADMINISTRAÇÃO,2581,FACULDADE SÃO SALVADOR,Privada com fins lucrativos,89518,9,1.831470753,2,2018
2,DIREITO,3436,Faculdade de Araraquara,Privada com fins lucrativos,89528,53,1.625009086,2,2018
67,SECRETARIADO EXECUTIVO,1388,FACULDADE SUMARÉ,Privada com fins lucrativos,89593,14,2.089939905,3,2018
1,ADMINISTRAÇÃO,1388,FACULDADE SUMARÉ,Privada com fins lucrativos,89612,78,1.850693044,2,2018
87,TECNOLOGIA EM GESTÃO FINANCEIRA,1388,FACULDADE SUMARÉ,Privada com fins lucrativos,89644,18,1.992491739,3,2018
84,TECNOLOGIA EM MARKETING,1388,FACULDADE SUMARÉ,Privada com fins lucrativos,89650,9,2.670033808,3,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,1388,FACULDADE SUMARÉ,Privada com fins lucrativos,89658,24,2.915009352,3,2018
94,TECNOLOGIA EM LOGÍSTICA,1388,FACULDADE SUMARÉ,Privada com fins lucrativos,89693,11,1.680004379,2,2018
2,DIREITO,1640,CENTRO UNIVERSITÁRIO UNICENTRO AGES,Privada com fins lucrativos,89794,85,3.307773515,4,2018
22,CIÊNCIAS CONTÁBEIS,1362,FACULDADE UBAENSE OZANAM COELHO,Privada com fins lucrativos,89796,25,2.696730685,3,2018
22,CIÊNCIAS CONTÁBEIS,1800,FACULDADE DE REALEZA,Privada sem fins lucrativos,89804,48,1.050571005,2,2018
2,DIREITO,3194,FACULDADE DE MINAS BH,Privada com fins lucrativos,89815,159,2.581674358,3,2018
2,DIREITO,2328,FACULDADE ITEANA DE BOTUCATU,Privada sem fins lucrativos,89817,55,2.353611602,3,2018
2,DIREITO,3388,FACULDADE PARAÍSO DO CEARÁ,Privada com fins lucrativos,89822,178,2.251112564,3,2018
2,DIREITO,1305,"FACULDADE DE CIÊNCIAS JURÍDICAS, GERENCIAIS E EDUCAÇÃO DE SINOP",Privada com fins lucrativos,89824,70,2.974017463,4,2018
2,DIREITO,2200,FACULDADE VALE DO GORUTUBA,Privada com fins lucrativos,89826,99,2.376647491,3,2018
2,DIREITO,3607,ESCOLA SUPERIOR ASSOCIADA DE GOIÂNIA,Privada com fins lucrativos,89828,87,1.330718893,2,2018
84,TECNOLOGIA EM MARKETING,1491,CENTRO UNIVERSITÁRIO INTERNACIONAL,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,89847,373,2.600264755,3,2018
87,TECNOLOGIA EM GESTÃO FINANCEIRA,1491,CENTRO UNIVERSITÁRIO INTERNACIONAL,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,89849,428,2.623556924,3,2018
94,TECNOLOGIA EM LOGÍSTICA,1491,CENTRO UNIVERSITÁRIO INTERNACIONAL,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,89853,744,2.13496402,3,2018
106,TECNOLOGIA EM GESTÃO PÚBLICA,1491,CENTRO UNIVERSITÁRIO INTERNACIONAL,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,89855,928,2.241162487,3,2018
93,TECNOLOGIA EM GESTÃO COMERCIAL,1491,CENTRO UNIVERSITÁRIO INTERNACIONAL,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,89857,532,2.683272082,3,2018
1,ADMINISTRAÇÃO,83,UNIVERSIDADE DO VALE DO ITAJAÍ,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,89888,72,3.246763448,4,2018
803,COMUNICAÇÃO SOCIAL - JORNALISMO,1672,INSTITUTO ESPERANÇA DE ENSINO SUPERIOR,Privada sem fins lucrativos,89999,5,3.415494689,4,2018
2,DIREITO,1643,FACULDADE ANÍSIO TEIXEIRA DE FEIRA DE SANTANA,Privada sem fins lucrativos,90022,11,4.366721308,5,2018
22,CIÊNCIAS CONTÁBEIS,1772,Centro Universitário Fanor Wyden,Privada com fins lucrativos,90024,28,2.228336374,3,2018
26,DESIGN,1772,Centro Universitário Fanor Wyden,Privada com fins lucrativos,90027,17,1.029434195,2,2018
18,PSICOLOGIA,584,UNIVERSIDADE FEDERAL DE GOIÁS,Pessoa Jurídica de Direito Público - Federal,90042,18,4.750878434,5,2018
1,ADMINISTRAÇÃO,584,UNIVERSIDADE FEDERAL DE GOIÁS,Pessoa Jurídica de Direito Público - Federal,90047,104,4.117811103,5,2018
2,DIREITO,1173,FACULDADE ANHANGUERA DE BRASÍLIA,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,90080,35,2.76957303,3,2018
2,DIREITO,3004,INSTITUTO DE ENSINO SUPERIOR SANTA CECÍLIA,Privada com fins lucrativos,90082,49,0.311790837,1,2018
1,ADMINISTRAÇÃO,663,UNIVERSIDADE SALGADO DE OLIVEIRA,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,90101,1,,SC,2018
2,DIREITO,663,UNIVERSIDADE SALGADO DE OLIVEIRA,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,90103,91,2.273302588,3,2018
94,TECNOLOGIA EM LOGÍSTICA,1058,Estácio FIB - Centro Universitário Estácio da Bahia,Privada com fins lucrativos,90111,16,1.259740325,2,2018
94,TECNOLOGIA EM LOGÍSTICA,514,CENTRO UNIVERSITÁRIO DE BARRA MANSA,Privada sem fins lucrativos,90123,16,2.149607581,3,2018
1,ADMINISTRAÇÃO,3513,FACULDADE DE PRESIDENTE VENCESLAU,Privada com fins lucrativos,90144,4,1.066810211,2,2018
1,ADMINISTRAÇÃO,1156,FACULDADE CNEC ITABORAÍ,Privada sem fins lucrativos,90163,5,2.137796181,3,2018
22,CIÊNCIAS CONTÁBEIS,584,UNIVERSIDADE FEDERAL DE GOIÁS,Pessoa Jurídica de Direito Público - Federal,90202,70,3.909429763,4,2018
22,CIÊNCIAS CONTÁBEIS,10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,90218,22,3.037517424,4,2018
38,SERVIÇO SOCIAL,3793,FACULDADE DE FRUTAL,Privada com fins lucrativos,90220,6,1.33463208,2,2018
2,DIREITO,1581,FACULDADE DE SANTA LUZIA,Privada com fins lucrativos,90387,18,0.767167206,1,2018
1,ADMINISTRAÇÃO,4722,FACULDADES INTEGRADAS VIANNA JÚNIOR,Privada com fins lucrativos,90420,55,3.236065397,4,2018
38,SERVIÇO SOCIAL,1735,CENTRO UNIVERSITÁRIO DOUTOR LEÃO SAMPAIO,Privada com fins lucrativos,90432,88,3.510669811,4,2018
22,CIÊNCIAS CONTÁBEIS,2072,FACULDADE DE DESENVOLVIMENTO SUSTENTÁVEL DE CRUZEIRO DO SUL,Privada sem fins lucrativos,90436,18,1.503289417,2,2018
88,TECNOLOGIA EM GASTRONOMIA,1113,CENTRO UNIVERSITÁRIO EURO-AMERICANO,Privada sem fins lucrativos,90469,16,2.894026083,3,2018
1,ADMINISTRAÇÃO,572,UNIVERSIDADE FEDERAL FLUMINENSE,Pessoa Jurídica de Direito Público - Federal,90475,91,4.253430392,5,2018
18,PSICOLOGIA,2076,Centro Universitário Regional do Brasil,Privada com fins lucrativos,90481,17,2.17851626,3,2018
1,ADMINISTRAÇÃO,1128,UNIVERSIDADE DE ITAÚNA,Privada sem fins lucrativos,90488,63,3.480210336,4,2018
38,SERVIÇO SOCIAL,481,Universidade Universus Veritas Guarulhos,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,90497,31,2.426680807,3,2018
804,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,1084,FACULDADE CENECISTA DE BENTO GONÇALVES,Privada sem fins lucrativos,90506,22,2.809740574,3,2018
2,DIREITO,1373,FACULDADE CASA BRANCA,Privada com fins lucrativos,90519,10,2.571191093,3,2018
1,ADMINISTRAÇÃO,472,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,90521,35,2.560111778,3,2018
103,TECNOLOGIA EM DESIGN DE INTERIORES,163,UNIVERSIDADE ESTÁCIO DE SÁ,Privada com fins lucrativos,90539,20,2.373319018,3,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,163,UNIVERSIDADE ESTÁCIO DE SÁ,Privada com fins lucrativos,90541,20,2.900306395,3,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,163,UNIVERSIDADE ESTÁCIO DE SÁ,Privada com fins lucrativos,90545,22,2.786394563,3,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,163,UNIVERSIDADE ESTÁCIO DE SÁ,Privada com fins lucrativos,90547,40,2.452723549,3,2018
94,TECNOLOGIA EM LOGÍSTICA,163,UNIVERSIDADE ESTÁCIO DE SÁ,Privada com fins lucrativos,90549,23,2.410506933,3,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,163,UNIVERSIDADE ESTÁCIO DE SÁ,Privada com fins lucrativos,90553,32,2.313239186,3,2018
1,ADMINISTRAÇÃO,1113,CENTRO UNIVERSITÁRIO EURO-AMERICANO,Privada sem fins lucrativos,90569,66,2.884872794,3,2018
2,DIREITO,2702,FACULDADE DE CIÊNCIAS JURÍDICAS DE PARAÍSO DO TOCANTINS,Privada com fins lucrativos,90573,60,1.585575947,2,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,163,UNIVERSIDADE ESTÁCIO DE SÁ,Privada com fins lucrativos,90575,32,2.715596321,3,2018
84,TECNOLOGIA EM MARKETING,163,UNIVERSIDADE ESTÁCIO DE SÁ,Privada com fins lucrativos,90579,36,2.647633175,3,2018
22,CIÊNCIAS CONTÁBEIS,1317,Centro Universitário Sudoeste Paulista,Privada com fins lucrativos,90595,25,2.146605203,3,2018
